epoch,loss,accuracy
1,4.3335557,0.625
2,0.03969227,0.80952376
3,0.040145043,0.671875
4,0.040323347,0.703125
5,0.040616088,0.71875
6,0.040764283,0.671875
7,0.040900156,0.703125
8,0.04104023,0.671875
9,0.041643362,0.71428573
10,0.04200089,0.65625
11,0.041388236,0.703125
12,0.041462436,0.6875
13,0.041473392,0.640625
14,0.04186993,0.65625
15,0.04159737,0.6875
16,0.041485924,0.65625
17,0.041908592,0.734375
18,0.04168001,0.671875
19,0.0416638,0.640625
20,0.04138641,0.6666666
21,0.041790474,0.640625
22,0.041614503,0.6666666
23,0.04132051,0.703125
24,0.0415781,0.671875
25,0.041689128,0.6875
