true_label,predicted_label,count
16,30,4
45,7,1
30,43,1
44,30,2
39,16,1
30,48,1
30,21,1
34,23,1
42,45,1
39,4,1
33,33,12
22,23,4
25,1,1
41,0,1
34,18,1
17,20,1
35,19,1
32,45,1
13,21,2
16,22,1
33,11,2
43,9,1
19,19,8
44,3,1
17,17,7
7,43,1
28,30,1
35,11,2
7,9,1
13,11,3
44,19,1
6,30,1
2,24,1
3,40,1
25,25,6
34,31,1
1,1,7
9,2,1
2,43,1
45,27,1
9,3,1
18,34,1
23,4,1
28,27,1
30,39,2
5,6,1
21,13,3
29,29,5
43,27,1
20,30,1
12,5,1
4,24,1
30,11,4
5,20,1
15,22,1
30,31,1
22,17,2
17,49,1
34,17,1
39,43,7
44,6,1
27,6,1
20,43,1
38,37,2
31,45,1
46,15,2
20,19,1
38,29,1
14,11,1
48,47,2
24,39,2
6,39,1
35,9,1
27,8,1
12,15,1
47,1,1
16,48,1
14,1,1
2,11,3
39,21,1
24,30,1
8,43,1
13,30,1
8,8,2
38,41,1
47,11,5
38,34,1
24,24,5
20,9,1
4,27,1
23,7,1
44,44,2
24,31,2
40,1,1
0,34,1
27,27,6
48,11,2
48,21,1
37,3,1
41,39,1
4,35,1
48,20,1
9,9,10
20,11,1
34,35,1
21,30,1
32,11,1
7,41,1
49,49,1
19,11,4
42,39,1
3,2,1
41,31,2
24,11,2
2,1,1
32,21,1
21,21,3
45,30,2
29,25,1
49,11,4
41,41,1
31,38,1
43,24,1
1,9,1
2,9,2
32,0,1
18,0,1
16,39,3
16,23,1
15,46,1
26,11,1
17,18,2
4,34,1
18,26,1
20,45,1
6,6,8
27,11,1
32,32,2
4,47,1
23,18,1
13,37,1
12,27,1
34,11,2
0,0,12
30,44,1
31,13,1
14,44,1
40,45,2
22,10,1
20,46,1
20,10,1
35,24,1
34,9,1
9,1,1
20,31,1
3,11,2
45,11,1
34,25,1
5,0,1
34,34,1
48,31,1
37,19,1
48,48,3
11,2,1
22,35,1
42,42,2
21,24,2
45,9,2
27,30,1
34,1,1
35,39,1
36,38,2
6,11,1
29,3,1
15,30,1
16,17,1
26,10,1
26,29,1
8,30,1
5,44,2
36,47,1
7,31,3
38,11,1
10,37,1
12,17,1
20,1,3
14,5,1
2,15,1
14,14,2
14,37,2
29,11,1
31,28,1
34,15,1
15,35,4
15,11,1
25,0,1
10,26,1
48,14,1
12,11,1
41,30,1
35,35,8
24,41,2
9,11,6
0,7,1
13,47,1
13,9,3
7,34,1
45,41,2
13,45,1
30,24,1
20,7,2
30,32,1
48,30,3
37,40,1
45,45,3
7,7,11
4,23,1
29,18,1
16,43,2
29,2,1
49,20,1
1,19,1
20,32,1
40,15,1
26,26,1
43,43,13
38,38,4
38,0,2
44,48,1
21,1,1
8,13,1
31,31,4
22,22,8
5,5,2
11,1,3
15,15,5
1,32,1
0,41,1
16,16,7
30,30,6
47,47,3
49,10,1
7,45,1
11,6,1
14,47,1
3,1,3
46,46,5
6,9,1
12,12,6
21,7,1
38,7,2
17,0,1
33,9,1
8,16,1
14,19,1
13,28,1
24,8,1
18,18,10
47,3,1
36,9,2
46,2,1
36,36,4
29,26,1
47,37,1
31,23,1
27,39,1
11,22,1
25,11,1
37,37,6
4,4,2
37,11,2
7,4,1
23,23,14
42,43,1
34,38,1
20,6,1
6,22,1
34,45,1
36,0,1
2,2,4
38,17,1
45,44,1
42,11,3
17,38,1
28,7,1
21,43,2
32,49,1
1,11,4
24,6,1
37,25,1
5,27,1
36,28,1
32,30,1
12,23,1
30,27,1
28,39,2
35,15,2
39,39,4
45,28,1
10,10,15
28,13,1
49,1,2
28,28,2
43,11,2
34,20,1
17,5,1
47,38,1
27,21,2
40,11,3
24,43,4
41,7,3
3,9,2
37,9,1
29,37,1
18,15,1
48,0,1
18,10,1
31,7,2
46,9,1
17,30,1
22,19,1
20,20,2
18,35,1
47,9,1
14,4,1
12,34,1
17,48,1
3,3,4
47,45,1
8,11,2
28,11,2
40,35,1
47,36,1
11,11,95
13,13,2
27,13,1
26,25,1
26,15,2
32,24,1
13,31,1
11,47,3
