epoch,loss,accuracy
1,0.06892536,0.625
2,0.047438297,0.515625
3,0.04778473,0.578125
4,0.04288782,0.515625
5,0.040044058,0.515625
6,0.046622086,0.515625
7,0.04275809,0.578125
8,0.042810373,0.609375
9,0.04149185,0.68421054
10,0.042261757,0.625
11,0.04060384,0.53125
12,0.04171291,0.5625
13,0.04131637,0.57894737
14,0.043797374,0.609375
15,0.047127776,0.6315789
16,0.042526983,0.59375
17,0.044632033,0.5625
18,0.03815287,0.625
19,0.046420697,0.609375
20,0.038590424,0.65625
21,0.038471986,0.6315789
22,0.038402967,0.59375
23,0.04239641,0.671875
24,0.038728062,0.578125
25,0.037603963,0.6315789
