epoch,loss,accuracy
1,0.052499093,0.703125
2,0.04192543,0.5625
3,0.042330388,0.609375
4,0.04176371,0.59375
5,0.041987505,0.609375
6,0.04280653,0.609375
7,0.041781783,0.59375
8,0.04263347,0.5625
9,0.04160058,0.57894737
10,0.043062445,0.59375
11,0.042898994,0.640625
12,0.041738387,0.578125
13,0.04239109,0.57894737
14,0.042913865,0.5625
15,0.04165788,0.5625
16,0.042514116,0.6315789
17,0.04221484,0.578125
18,0.042541705,0.6315789
19,0.04155059,0.640625
20,0.042442597,0.59375
21,0.04235583,0.78947365
22,0.043127794,0.7368421
23,0.04252677,0.609375
24,0.04276315,0.5625
25,0.04164957,0.6315789
