epoch,loss,accuracy
1,0.18773957,0.78125
2,0.040279478,0.78125
3,0.040002324,0.78125
4,0.038181044,0.78125
5,0.038703725,0.59375
6,0.03779761,0.546875
7,0.037246782,0.5703125
8,0.037044633,0.5390625
9,0.03633224,0.5859375
10,0.03427893,0.5703125
11,0.0345405,0.5703125
12,0.033645406,0.55421686
13,0.033330575,0.5625
14,0.032705594,0.53125
15,0.03151396,0.53125
16,0.03307279,0.546875
17,0.03312933,0.5859375
18,0.030477531,0.55421686
19,0.030161953,0.56626505
20,0.03197057,0.53125
21,0.029257879,0.6626506
22,0.03044469,0.578125
23,0.029029708,0.57831323
24,0.030050326,0.6015625
25,0.030228958,0.59375
26,0.028082564,0.57831323
27,0.02895721,0.6484375
28,0.028320247,0.59375
29,0.026301876,0.6015625
30,0.029459372,0.5859375
31,0.028882114,0.65625
32,0.02806108,0.5903614
33,0.027173027,0.6015625
34,0.026434079,0.6640625
35,0.028400889,0.6328125
36,0.026766414,0.67469877
37,0.026635937,0.5703125
38,0.027568422,0.68674695
39,0.028020533,0.6953125
40,0.026817506,0.65625
41,0.024822336,0.6328125
42,0.025791086,0.68674695
43,0.02514381,0.6484375
44,0.02509214,0.62650603
45,0.025165148,0.6626506
46,0.025409462,0.65625
47,0.024451185,0.6875
48,0.025635071,0.7265625
49,0.024605973,0.6640625
50,0.023991259,0.69879514
51,0.025914064,0.69879514
52,0.024985364,0.6875
53,0.025870206,0.67469877
54,0.02442613,0.65625
55,0.023676712,0.6875
56,0.023707714,0.6875
57,0.02388305,0.65625
58,0.024502246,0.6328125
59,0.025157906,0.6328125
60,0.026611824,0.6626506
61,0.024531413,0.61445785
62,0.025848003,0.6171875
63,0.025339833,0.6640625
64,0.023184165,0.6875
65,0.02881751,0.6640625
66,0.025802938,0.6640625
67,0.023280324,0.6953125
68,0.9107881,0.73493975
69,0.022930898,0.6953125
70,0.025123155,0.65625
71,0.023259569,0.6328125
72,0.022651356,0.671875
73,0.024121985,0.671875
74,0.023603259,0.640625
75,0.025231266,0.6484375
76,0.022869568,0.6484375
77,0.023973625,0.69879514
78,0.024795406,0.609375
79,0.023117457,0.6796875
80,0.022335663,0.65625
81,0.023455538,0.671875
82,0.023942718,0.6875
83,0.021728493,0.671875
84,0.022636734,0.6626506
85,0.02174977,0.6796875
86,0.023833077,0.6875
87,0.022363933,0.625
88,0.022915417,0.67469877
89,0.021738587,0.703125
90,0.02272717,0.6640625
91,0.024936128,0.609375
92,0.02171536,0.7109375
93,0.024303546,0.6875
94,0.024866953,0.6640625
95,0.9382137,0.75
96,0.02608319,0.6875
97,0.025942408,0.62650603
98,0.02308584,0.640625
99,0.9680994,0.68674695
100,0.9361461,0.703125
