true_label,predicted_label,count
5,37,1
42,24,1
4,11,1
46,30,1
48,17,1
48,24,2
35,34,3
38,38,8
28,17,1
42,35,1
4,31,1
39,35,1
15,3,1
6,11,8
30,27,1
48,5,1
0,38,5
16,20,1
32,24,2
13,27,1
7,34,1
42,21,1
6,24,3
17,11,5
33,1,2
7,11,3
9,9,10
30,11,3
21,11,2
16,23,2
4,16,1
36,2,1
14,47,1
31,14,2
33,33,11
17,17,5
21,45,2
41,14,1
5,11,1
34,11,5
45,45,5
25,38,1
13,40,1
32,11,2
2,9,1
0,11,1
20,43,2
46,46,3
14,11,5
7,17,1
16,30,8
15,18,2
34,2,2
34,34,2
15,35,7
21,30,2
3,9,2
44,36,1
21,38,1
28,27,1
10,23,1
18,15,1
47,11,11
29,10,1
30,7,1
48,30,1
14,37,1
26,11,4
9,47,3
11,38,1
28,24,1
4,23,1
15,22,1
32,47,1
17,23,1
21,27,1
22,23,1
28,11,1
8,24,1
12,22,1
3,11,6
5,44,1
43,43,1
29,3,1
15,11,2
14,14,2
49,0,1
18,23,2
19,11,12
25,25,3
11,25,1
13,2,1
20,28,2
9,11,6
43,24,6
22,10,1
29,0,3
34,0,1
26,0,1
26,17,1
43,40,1
10,22,1
37,11,7
22,17,2
43,45,2
33,11,2
10,26,2
23,31,1
30,17,1
43,11,1
23,23,12
45,2,1
46,11,1
5,29,1
37,37,2
16,16,4
12,12,3
37,31,1
48,14,1
7,27,1
22,20,1
14,24,1
6,27,1
46,2,1
30,2,2
34,45,1
16,17,3
32,38,1
6,43,1
31,23,1
28,45,3
18,18,8
35,30,1
46,35,3
24,33,1
35,33,1
42,16,1
11,11,98
45,24,1
13,13,1
32,13,1
20,30,1
39,30,5
2,11,9
31,30,2
31,2,1
0,29,2
27,30,5
23,12,1
24,24,12
38,48,1
49,9,1
20,20,2
24,11,4
26,10,1
22,16,1
43,7,1
36,11,1
28,30,1
31,24,2
18,20,2
12,11,1
31,7,3
12,23,4
49,37,1
38,17,2
41,7,2
0,10,1
8,30,2
34,46,1
10,10,13
7,30,1
20,34,5
11,1,1
28,31,1
22,22,7
24,21,1
36,36,5
4,38,1
37,25,1
22,11,4
1,11,5
12,16,1
49,3,1
5,17,1
44,11,2
40,11,8
48,7,1
3,25,1
21,2,1
41,48,2
14,36,1
7,36,1
5,38,2
18,22,1
20,24,1
4,30,1
13,45,1
43,35,1
7,24,6
48,11,6
32,9,1
39,24,8
25,37,1
11,9,1
20,37,1
49,11,5
11,37,1
34,27,1
3,37,2
20,18,2
29,11,7
12,17,3
36,7,1
37,47,1
7,7,6
35,35,8
45,11,7
30,24,5
23,22,3
41,38,1
13,36,2
35,11,1
11,14,1
21,24,4
41,11,1
20,11,2
30,45,2
28,35,1
27,11,4
47,47,4
48,36,1
44,17,1
48,38,1
36,48,1
17,14,1
17,0,2
17,30,1
43,30,5
38,0,2
34,17,1
5,0,1
42,11,4
1,1,6
41,5,1
41,23,1
25,3,1
2,45,1
24,7,2
35,20,2
37,3,1
44,30,1
30,30,5
0,0,5
17,16,1
2,47,1
0,3,1
32,45,1
25,11,3
3,3,2
38,11,1
27,24,5
13,11,8
1,9,3
16,11,2
4,17,2
18,35,2
36,37,1
34,22,1
13,14,1
44,48,3
38,30,1
36,9,1
2,37,1
8,11,5
