epoch,loss,accuracy
1,5.071875,0.703125
2,0.04181194,0.5625
3,0.041218236,0.609375
4,0.041191086,0.59375
5,0.042610217,0.625
6,0.040921904,0.609375
7,0.04139033,0.59375
8,0.041491583,0.5625
9,0.041548252,0.57894737
10,0.041401178,0.59375
11,0.041493725,0.640625
12,0.04121941,0.578125
13,0.04132358,0.57894737
14,0.041665558,0.5625
15,0.040875174,0.5625
16,0.041890074,0.6315789
17,0.041540127,0.578125
18,0.041071955,0.6315789
19,0.04121251,0.640625
20,0.041178092,0.59375
21,0.041322984,0.78947365
22,0.041989673,0.7368421
23,0.041407205,0.609375
24,0.04119956,0.5625
25,0.04096386,0.6315789
