epoch,loss,accuracy
1,0.047741327,0.6666666
2,0.039871104,0.80952376
3,0.039684348,0.65625
4,0.03697571,0.6875
5,0.03538826,0.703125
6,0.034684226,0.703125
7,0.034420405,0.734375
8,0.03221567,0.765625
9,0.03186813,0.703125
10,0.030616682,0.6875
11,0.028291173,0.765625
12,0.027509527,0.703125
13,0.026611177,0.78125
14,0.025916182,0.75
15,0.025086831,0.78125
16,0.023665028,0.78125
17,0.025505949,0.8125
18,0.022608785,0.78125
19,0.9904737,0.84210527
20,0.9261232,0.80952376
21,0.021292219,0.828125
22,0.99755585,0.828125
23,0.8564222,0.85714287
24,0.9867308,0.84375
25,0.96928585,0.921875
