epoch,loss,accuracy
1,17.94308,0.4375
2,0.06821095,0.80952376
3,0.04498517,0.671875
4,0.04058198,0.703125
5,0.040961992,0.71875
6,0.04153124,0.671875
7,0.041181296,0.703125
8,0.04134748,0.671875
9,0.041912593,0.71428573
10,0.0420258,0.65625
11,0.04156792,0.703125
12,0.0414615,0.6875
13,0.04147988,0.640625
14,0.04387956,0.65625
15,0.04170567,0.6875
16,0.041476008,0.65625
17,0.042018194,0.734375
18,0.04171375,0.671875
19,0.041603357,0.640625
20,0.04158225,0.6666666
21,0.041813884,0.640625
22,0.041584816,0.6666666
23,0.041359954,0.703125
24,0.041584454,0.671875
25,0.041698035,0.6875
