epoch,loss,accuracy
1,0.117769286,0.78125
2,0.040910855,0.78125
3,0.041974735,0.78125
4,0.041909743,0.78125
5,0.041596893,0.78125
6,0.040437892,0.78125
7,0.040115576,0.78125
8,0.040465135,0.4140625
9,0.04026736,0.78125
10,0.039487258,0.78125
11,0.039390665,0.3828125
12,0.03954576,0.78125
13,0.03930986,0.78125
14,0.039207384,0.78125
15,0.0397624,0.3984375
16,0.038872674,0.4296875
17,0.038472336,0.78125
18,0.03853396,0.390625
19,0.039109074,0.421875
20,0.038431954,0.40625
21,0.038248267,0.78125
22,0.038371824,0.78125
23,0.037378788,0.4921875
24,0.037975967,0.78125
25,0.03714703,0.3984375
26,0.036917534,0.78125
27,0.036852244,0.78125
28,0.0369238,0.78125
29,0.036575817,0.78125
30,0.03613034,0.78125
31,0.03608739,0.78125
32,0.036429394,0.78125
33,0.03599323,0.78125
34,0.036372833,0.78125
35,0.035993017,0.78125
