epoch,loss,accuracy
1,0.10477438,0.78125
2,0.03943419,0.78125
3,0.03941032,0.78125
4,0.039415132,0.78125
5,0.040861696,0.78125
6,0.04033535,0.78125
7,0.040247917,0.2890625
8,0.03972102,0.3125
9,0.040027954,0.31325302
10,0.04000139,0.33734939
11,0.03991525,0.3253012
12,0.040138375,0.3253012
13,0.03936697,0.78125
14,0.039147604,0.78125
15,0.038967468,0.390625
16,0.038702272,0.78125
17,0.038427554,0.78125
18,0.03727308,0.78125
19,0.03737128,0.78125
20,0.037633646,0.78125
21,0.03693889,0.78125
22,0.0367063,0.78125
23,0.036576495,0.3671875
24,0.036047444,0.3828125
25,0.036841374,0.78125
26,0.036533922,0.78125
27,0.036330037,0.78125
28,0.03629121,0.78125
29,0.036176138,0.36144578
30,0.03633952,0.78125
31,0.036269244,0.78125
32,0.03596631,0.78125
33,0.038420632,0.78125
34,0.036328856,0.78125
35,0.03579061,0.390625
