true_label,predicted_label,count
7,20,1
15,15,7
30,6,1
43,39,1
7,21,1
20,13,2
15,35,3
23,23,15
32,32,1
32,11,1
27,31,1
34,20,3
39,41,1
34,43,1
34,7,1
7,22,1
35,35,7
46,9,1
24,11,2
2,43,1
11,11,93
47,2,1
3,11,2
31,13,1
34,31,1
38,49,1
13,1,1
30,16,1
6,11,1
39,21,1
38,0,2
12,22,1
36,13,1
47,3,1
41,36,1
41,23,1
42,11,2
6,24,2
5,38,1
30,30,6
13,9,4
49,1,2
2,11,6
43,43,8
49,33,1
2,9,1
21,30,1
22,7,1
12,8,1
18,15,1
27,48,1
14,43,1
31,36,2
28,28,1
45,36,1
35,39,1
28,24,3
31,31,5
24,24,8
39,43,3
34,34,2
5,44,1
46,46,6
25,1,2
24,30,1
0,38,1
45,1,1
36,33,2
21,43,2
11,13,1
43,24,3
41,16,1
6,17,1
39,39,1
40,11,3
45,9,2
35,4,1
10,22,1
25,25,4
37,38,1
3,47,1
34,29,1
23,7,1
19,11,4
49,45,1
42,24,1
48,0,3
39,24,2
26,11,1
45,4,1
28,11,1
22,39,1
38,34,1
27,30,1
48,48,2
45,45,4
20,14,1
0,0,10
6,44,1
16,2,1
5,5,4
49,11,3
15,48,1
13,29,1
43,11,2
3,9,2
43,2,1
6,6,6
17,30,1
33,33,14
29,26,1
20,43,1
14,1,1
2,15,1
35,18,3
18,39,1
7,30,3
24,13,2
8,30,2
5,48,1
24,41,1
11,1,3
24,39,1
12,34,1
9,11,2
4,4,1
48,6,1
40,46,1
0,23,1
27,13,2
21,21,2
16,16,7
46,11,1
48,30,2
34,11,2
0,7,1
34,18,1
38,3,1
43,45,1
40,1,1
11,45,1
26,29,3
32,47,1
34,2,1
31,39,1
17,0,1
7,29,1
47,11,6
18,34,1
2,36,1
18,20,1
17,17,7
30,24,3
30,11,3
32,45,1
32,31,1
11,3,1
39,28,1
21,41,1
41,41,3
44,44,2
28,13,3
17,5,1
4,7,1
38,38,4
21,24,1
8,14,1
38,31,2
31,7,2
47,47,2
27,27,2
32,9,1
4,43,1
16,23,1
22,22,10
44,19,1
39,20,1
48,47,1
29,3,2
1,9,2
28,30,1
11,9,1
41,31,1
16,22,1
12,16,1
11,24,1
44,48,2
34,37,1
20,7,3
39,30,1
29,25,1
7,7,8
35,46,1
1,46,1
23,4,1
15,17,1
0,22,1
16,19,1
17,23,1
39,35,1
41,30,1
27,6,2
20,20,10
41,39,1
5,19,1
8,8,2
8,13,1
2,13,1
13,11,1
28,31,1
13,7,1
12,20,1
37,37,4
44,6,1
29,11,1
7,31,2
32,21,1
9,3,1
32,0,1
25,29,1
34,13,1
49,32,1
47,36,2
26,10,1
49,9,1
30,20,1
17,38,1
9,14,1
14,14,4
6,9,1
9,9,15
27,47,1
13,34,1
16,31,1
16,30,4
43,20,1
36,32,1
17,8,1
3,3,8
35,13,1
30,31,1
36,14,1
36,21,1
38,7,2
14,24,1
16,18,3
14,13,2
13,13,4
26,26,1
13,24,1
21,36,1
0,33,1
1,11,4
47,9,3
20,45,1
42,43,1
40,33,2
22,23,2
12,37,1
36,36,4
48,13,1
24,7,1
18,18,10
21,45,1
39,6,1
48,14,1
21,13,3
43,9,1
22,0,1
6,39,1
1,32,1
15,9,1
32,30,1
27,11,1
26,23,1
8,11,2
37,21,1
44,30,1
17,34,1
11,19,3
14,6,1
33,11,1
35,45,1
27,21,3
46,15,1
10,10,16
17,15,1
19,19,8
18,4,1
30,2,2
17,18,1
4,29,1
14,48,1
45,43,2
25,3,1
4,23,2
22,29,1
37,3,4
13,21,2
21,10,1
36,7,1
30,39,1
16,37,1
29,29,6
38,11,2
29,17,1
39,16,1
4,0,1
37,11,2
40,45,1
1,1,6
30,21,1
42,42,4
12,15,1
12,27,1
24,31,1
44,3,1
2,2,2
48,11,3
45,11,2
37,36,1
35,11,1
25,37,1
7,41,3
24,43,3
45,13,1
4,26,1
12,12,5
48,21,1
18,23,1
22,20,1
