epoch,loss,accuracy
1,0.3066101,0.78125
2,0.04815219,0.6626506
3,0.037928782,0.6640625
4,0.7910759,0.8072289
5,0.9710393,0.828125
6,0.97097826,0.8828125
7,0.84537804,0.9397591
8,0.5235673,0.9765625
9,0.3654665,0.984375
10,0.4575262,0.984375
11,0.21522413,1
12,0.1977086,1
13,0.123517975,1
14,0.09831769,1
15,0.11382888,1
16,0.09461085,1
17,0.07538857,1
18,0.11999442,1
19,0.048874184,1
20,0.04372748,1
21,0.04313585,1
22,0.04003523,1
23,0.047159642,1
24,0.024813302,1
25,0.025408443,1
26,0.022601888,1
27,0.023361832,1
28,0.022926092,1
29,0.0336945,1
30,0.038671196,1
31,0.06526249,1
32,0.04543164,1
33,0.035928905,1
34,0.033952106,1
35,0.03340903,1
36,0.053212907,1
37,0.21606418,1
38,0.5870715,0.9921875
39,0.8497707,0.890625
40,0.9768508,0.90625
41,0.6021992,0.9921875
42,0.27394542,1
43,0.2191442,1
44,0.15777043,1
45,0.05045259,1
46,0.06912515,1
47,0.04433093,1
48,0.040898643,1
49,0.021384578,1
50,0.024310116,1
51,0.009943118,1
52,0.019959364,1
53,0.024654752,1
54,0.01736951,1
55,0.029689416,1
56,0.013032835,1
57,0.020085648,1
58,0.029884525,1
59,0.018688606,1
60,0.024532381,1
61,0.008001091,1
62,0.010001879,1
63,0.09224978,1
64,0.06333303,1
65,0.010155591,1
66,0.0050974204,1
67,0.017594144,1
68,0.011821951,1
69,0.011685357,1
70,0.0053936634,1
71,0.009665041,1
72,0.014595668,1
73,0.013282321,1
74,0.00366346,1
75,0.0080253165,1
76,0.008978873,1
77,0.04965004,1
78,0.06780754,1
79,0.05601011,1
80,0.0276546,1
81,0.032588933,1
82,0.022983637,1
83,0.021299794,1
84,0.014015894,1
85,0.0049020625,1
86,0.008348711,1
87,0.016538572,1
88,0.015404104,1
89,0.027814826,1
90,0.02702926,1
91,0.0093910135,1
92,0.015699621,1
93,0.020651637,1
94,0.017104272,1
95,0.0038506968,1
96,0.010309107,1
97,0.00795306,1
98,0.009289473,1
99,0.006395369,1
100,0.015608093,1
