true_label,predicted_label,count
15,22,1
20,20,11
20,23,1
29,0,1
20,39,1
39,34,1
6,28,2
35,46,1
28,42,2
34,20,4
6,42,2
13,7,1
27,30,1
4,31,1
12,20,4
31,23,1
47,40,2
1,46,1
23,7,1
38,38,7
39,22,1
27,27,3
2,37,1
7,31,1
35,39,1
9,3,2
11,40,2
40,20,2
23,23,14
30,11,1
40,1,1
46,9,1
10,18,1
47,1,1
0,20,1
3,14,1
43,11,2
11,11,90
7,22,1
5,38,1
44,3,1
31,31,1
9,47,1
30,28,4
13,45,1
21,45,1
20,7,3
16,7,1
36,43,1
14,48,1
34,7,1
45,45,3
5,5,1
43,40,1
34,23,1
33,33,12
0,0,10
49,25,1
49,5,1
12,12,2
31,28,3
43,24,4
31,43,1
18,34,1
16,16,1
38,34,1
27,28,2
27,40,1
30,39,2
9,29,1
14,1,1
25,10,1
1,1,5
28,7,1
43,28,2
38,7,1
21,28,2
49,8,1
12,23,1
9,14,2
23,18,1
13,2,1
21,2,1
30,18,2
17,38,2
17,22,3
21,39,1
29,22,1
19,11,8
23,22,1
13,9,1
7,7,6
41,39,1
1,38,1
34,38,1
48,21,1
31,13,1
38,0,2
25,25,5
14,45,1
45,22,1
7,39,2
49,11,3
18,18,9
27,20,2
0,23,1
20,28,1
16,4,3
4,4,2
27,45,1
30,2,1
20,22,1
18,22,1
16,23,2
12,28,1
48,40,1
24,28,1
5,41,1
19,38,1
6,10,1
35,35,7
29,29,3
22,22,12
37,37,5
44,11,1
11,26,3
10,0,1
5,4,1
9,11,5
31,41,1
24,41,1
15,20,3
41,30,1
5,20,1
39,41,1
37,29,1
4,7,1
5,28,1
4,23,1
1,11,3
42,42,5
26,10,1
13,31,1
39,42,2
24,30,2
26,28,1
21,20,3
25,3,1
3,40,1
8,11,2
43,45,1
4,22,1
46,20,1
46,2,1
33,11,2
44,34,1
6,4,1
18,20,1
14,38,1
21,22,1
27,11,3
10,10,13
9,1,1
14,40,1
3,3,7
13,14,3
41,28,1
45,13,1
45,40,1
12,34,1
5,27,1
30,20,4
42,11,2
8,20,1
43,43,6
9,9,5
16,31,2
9,36,1
30,30,3
2,20,1
24,11,1
31,38,1
48,0,2
48,20,1
13,49,1
49,20,2
35,22,3
24,43,4
6,18,1
39,43,3
7,30,1
7,0,1
2,3,1
10,26,1
47,9,1
11,28,1
1,40,1
47,13,1
27,13,1
45,20,4
30,42,1
16,28,2
29,26,1
8,30,2
1,47,1
19,19,2
7,20,1
35,1,1
24,7,1
49,3,1
30,45,1
17,20,2
28,43,1
36,7,2
36,38,3
36,36,1
32,7,1
13,28,2
29,38,2
40,11,4
14,28,1
13,38,2
17,18,2
44,45,2
45,43,1
18,28,1
7,8,1
34,28,2
24,20,1
6,45,1
2,11,4
24,4,1
1,9,1
26,26,1
13,40,1
0,11,1
40,35,1
22,0,1
17,17,1
11,1,2
24,24,5
31,20,1
14,5,1
39,20,2
34,34,2
24,39,1
17,30,1
30,34,1
22,23,4
21,24,3
43,20,1
15,15,2
38,23,2
13,11,2
3,9,1
11,0,1
42,40,1
47,37,1
45,28,1
12,18,2
12,22,2
0,38,1
5,0,1
28,28,3
8,28,1
7,43,1
6,20,1
6,6,1
16,17,1
25,22,1
15,11,2
35,18,3
16,22,2
0,34,1
46,15,1
26,35,2
39,28,1
45,11,2
37,28,1
36,28,2
34,31,1
7,28,2
10,22,1
17,28,3
28,39,1
2,28,1
38,11,2
32,11,2
44,30,1
32,30,1
29,3,1
11,3,1
32,22,1
32,28,1
47,11,7
9,40,1
11,44,1
47,28,1
29,11,3
19,48,1
14,14,2
48,24,1
7,41,2
17,23,2
33,1,1
11,33,1
16,30,2
46,18,1
18,43,1
4,0,2
18,23,2
21,31,1
32,0,1
32,31,1
8,23,1
39,31,1
44,27,1
2,24,1
43,39,1
11,10,1
31,7,1
11,2,1
34,11,2
36,20,1
1,20,1
24,31,2
46,46,4
2,2,3
26,23,2
39,4,2
28,20,2
36,4,1
15,35,5
6,11,3
32,20,1
44,44,1
48,30,1
3,11,3
41,41,5
41,0,1
37,11,3
14,11,2
2,45,1
47,45,1
8,22,1
37,40,2
25,0,1
37,3,1
7,24,1
48,41,1
34,35,1
48,14,3
48,11,4
16,18,4
