epoch,loss,accuracy
1,0.49662575,0.78125
2,0.057855695,0.61445785
3,0.042334966,0.6171875
4,0.023985378,0.6506024
5,0.9316701,0.7590362
6,0.9970065,0.78125
7,0.98078585,0.8823529
8,0.9676854,0.8828125
9,0.9244038,0.9453125
10,0.58048296,0.9609375
11,0.51666635,0.9765625
12,0.31364703,1
13,0.18132535,1
14,0.20543312,1
15,0.19849977,1
16,0.2406927,1
17,0.13364153,1
18,0.111117885,1
19,0.07503475,1
20,0.06290583,1
21,0.05250355,1
22,0.06230489,1
23,0.049911395,1
24,0.040343113,1
25,0.059456788,1
26,0.04657008,1
27,0.032249365,1
28,0.0466968,1
29,0.06765911,1
30,0.036405332,1
31,0.04737001,1
32,0.08485188,1
33,0.071090184,1
34,0.05467541,1
35,0.038208403,1
36,0.03650584,1
37,0.018555503,1
38,0.022593167,1
39,0.021102408,1
40,0.013101638,1
41,0.014521019,1
42,0.043847546,1
43,0.013838675,1
44,0.05396414,1
45,0.035984654,1
46,0.018831206,1
47,0.01963132,1
48,0.05510755,1
49,0.24880388,1
50,0.92051387,0.9765625
51,0.96686524,0.9140625
52,0.9605925,0.9609375
53,0.35514653,0.9921875
54,0.19398706,1
55,0.061607182,1
56,0.104752146,1
57,0.03538391,1
58,0.092040025,1
59,0.043942608,1
60,0.02399705,1
61,0.015914481,1
62,0.020575974,1
63,0.03814393,1
64,0.015051532,1
65,0.010995617,1
66,0.013003223,1
67,0.044300165,1
68,0.033954866,1
69,0.028100377,1
70,0.04971958,1
71,0.009142094,1
72,0.010518434,1
73,0.035080567,1
74,0.09622417,1
75,0.02094203,1
76,0.027389767,1
77,0.013617808,1
78,0.007399243,1
79,0.023172982,1
80,0.024557551,1
81,0.01556083,1
82,0.09351208,1
83,0.16885802,1
84,0.036400717,1
85,0.026865084,1
86,0.0180583,1
87,0.02696654,1
88,0.030791085,1
89,0.011430798,1
90,0.014276988,1
91,0.013060509,1
92,0.083904736,1
93,0.020738577,1
94,0.012509584,1
95,0.02076717,1
96,0.13013308,1
97,0.25925702,1
98,0.17642944,1
99,0.10512767,1
100,0.10238846,1
