epoch,loss,accuracy
1,0.08310072,0.703125
2,0.048005212,0.5625
3,0.048411056,0.609375
4,0.048577562,0.59375
5,0.050641812,0.609375
6,0.04843899,0.609375
7,0.05233804,0.59375
8,0.04834328,0.5625
9,0.048003774,0.57894737
10,0.06400473,0.5625
11,0.051510397,0.59375
12,0.050771452,0.578125
13,0.05354176,0.57894737
14,0.058808975,0.5625
15,0.053072892,0.5625
16,0.053607475,0.6315789
17,0.05314602,0.578125
18,0.048868064,0.6315789
19,0.051849768,0.53125
20,0.051981743,0.57894737
21,0.0498407,0.78947365
22,0.058239624,0.7368421
23,0.05332882,0.609375
24,0.05065611,0.5625
25,0.053120274,0.6315789
