true_label,predicted_label,count
13,7,1
7,13,1
38,10,1
16,11,1
49,1,1
15,11,2
46,11,2
22,20,1
34,10,3
7,30,1
32,24,1
22,22,4
25,3,3
49,13,1
5,9,1
38,11,5
38,34,1
46,1,2
20,11,1
48,34,1
42,24,1
33,33,7
2,11,12
23,17,1
5,34,1
20,22,3
32,13,1
15,34,1
27,6,1
25,25,2
16,30,4
34,13,1
18,23,1
10,10,17
12,34,6
14,7,1
9,11,14
21,13,1
3,9,10
31,7,1
9,9,5
48,30,2
41,7,3
16,46,1
3,11,1
7,22,1
48,11,9
6,16,1
17,17,1
20,24,1
22,35,2
32,2,1
29,10,2
17,7,3
4,22,1
31,24,6
43,30,4
22,1,1
22,46,3
38,38,1
23,35,1
13,11,10
37,13,1
32,11,2
20,34,1
31,10,1
37,9,3
0,22,1
11,11,103
4,46,1
20,7,2
8,11,3
31,13,2
38,0,1
7,11,6
13,9,3
27,11,7
4,16,1
34,7,1
0,13,1
36,13,4
20,0,2
14,11,8
14,1,1
41,48,1
16,35,2
34,35,2
21,24,1
15,22,2
18,22,1
15,46,1
39,24,11
7,0,1
44,11,7
20,46,2
48,13,1
28,13,1
25,9,4
18,46,1
22,23,1
30,7,2
0,2,2
0,17,1
49,9,4
34,16,1
34,11,2
14,13,1
39,11,1
43,24,10
11,1,1
20,38,1
24,7,1
32,0,1
29,9,2
33,11,6
26,1,1
7,7,3
48,10,1
20,35,1
1,11,8
49,0,1
36,11,6
0,0,7
30,11,13
29,1,4
23,23,8
5,30,1
22,15,2
23,18,4
39,43,1
5,0,1
33,9,2
16,43,1
38,7,1
34,17,2
5,11,2
24,24,14
17,11,2
17,34,4
35,35,11
20,2,2
16,24,3
17,22,1
46,22,1
15,35,4
41,24,3
16,16,3
5,7,2
46,46,4
13,13,1
47,13,1
18,10,2
27,30,5
8,43,1
23,16,2
47,11,11
24,11,5
8,7,2
49,10,1
18,35,6
3,33,1
37,3,1
37,11,7
49,11,1
40,9,1
22,24,1
21,30,4
37,25,1
32,9,1
12,35,1
35,2,1
44,30,1
45,7,1
12,22,3
6,30,4
17,16,1
7,24,4
48,7,1
29,11,3
21,0,1
42,11,5
4,7,2
36,45,1
21,11,2
29,0,1
13,24,1
38,17,1
6,24,1
6,11,7
8,24,1
4,34,1
22,10,2
15,15,3
0,11,1
19,11,12
47,9,3
42,30,2
7,17,3
0,33,2
35,11,3
28,24,4
30,30,4
3,1,1
23,15,1
38,13,4
45,11,13
27,24,1
16,23,2
8,16,1
4,35,2
18,15,5
28,7,1
28,11,4
21,7,4
30,13,1
34,0,1
17,45,1
43,11,4
20,16,2
32,7,2
26,10,4
41,16,2
31,11,1
12,16,1
16,7,2
39,30,1
2,9,1
35,22,1
1,1,6
40,11,7
34,34,1
34,22,1
12,20,2
16,34,1
26,11,2
17,20,3
