epoch,loss,accuracy
1,0.09946951,0.78125
2,0.039729897,0.78125
3,0.039597917,0.78125
4,0.03952286,0.78125
5,0.038657762,0.78125
6,0.039569538,0.78125
7,0.03746473,0.78125
8,0.03686855,0.78125
9,0.036483496,0.78125
10,0.035120465,0.4939759
11,0.0357297,0.78125
12,0.033693362,0.78125
13,0.035276935,0.78125
14,0.033740465,0.40963855
15,0.033437476,0.4765625
16,0.032185696,0.4375
17,0.03176852,0.46875
18,0.032592148,0.5
19,0.032170713,0.46875
20,0.03174357,0.5078125
21,0.03123876,0.53125
22,0.03160336,0.5301205
23,0.03264995,0.53125
24,0.030391844,0.4765625
25,0.031029617,0.4609375
26,0.030312978,0.4921875
27,0.030739097,0.4375
28,0.030183485,0.5078125
29,0.029349709,0.5180723
30,0.031132765,0.78125
31,0.029660454,0.453125
32,0.030505434,0.4921875
33,0.03017439,0.48192772
34,0.029898828,0.484375
35,0.028714592,0.5
