epoch,loss,accuracy
1,1.4187229,0.578125
2,0.039621115,0.515625
3,0.041040286,0.625
4,0.03880894,0.59375
5,0.03952915,0.515625
6,0.0372974,0.515625
7,0.03768112,0.5
8,0.03726232,0.5
9,0.038006783,0.5263158
10,0.035708424,0.5625
11,0.034534875,0.578125
12,0.032350272,0.5625
13,0.031843837,0.625
14,0.03388302,0.6315789
15,0.02984001,0.71875
16,0.030818507,0.68421054
17,0.027932022,0.703125
18,0.028581882,0.6315789
19,0.029530216,0.6875
20,0.026220389,0.640625
21,0.025225025,0.68421054
22,0.028300978,0.671875
23,0.026378036,0.703125
24,0.025160156,0.671875
25,0.94139415,0.6875
