epoch,loss,accuracy
1,0.048362795,0.703125
2,0.037947923,0.71428573
3,0.037566837,0.71875
4,0.033360492,0.71875
5,0.030920835,0.640625
6,0.029822402,0.703125
7,0.02903493,0.703125
8,0.028453656,0.78125
9,0.025037484,0.7619048
10,0.023061614,0.765625
11,0.9951763,0.84375
12,0.9402578,0.85714287
13,0.9971145,0.890625
14,0.88872474,0.859375
15,0.99130297,0.890625
16,0.99933225,0.90625
17,0.9785162,0.890625
18,0.9750055,0.9375
19,0.9914887,0.9375
20,0.9947814,0.953125
21,0.94586986,1
22,0.9281704,0.953125
23,0.8774464,0.96875
24,0.96969867,1
25,0.82451326,1
