epoch,loss,accuracy
1,0.5213092,0.36842105
2,0.042467386,0.5625
3,0.04204841,0.59375
4,0.040983774,0.578125
5,0.036355004,0.546875
6,0.035408203,0.671875
7,0.03341466,0.6875
8,0.02621622,0.703125
9,0.75388104,0.78947365
10,0.9864137,0.875
11,0.99015635,0.8125
12,0.9937653,0.9375
13,0.95869774,0.921875
14,0.9713129,0.90625
15,0.69866157,0.96875
16,0.5400864,0.984375
17,0.6227373,1
18,0.4868671,1
19,0.4897961,1
20,0.36182332,1
21,0.41126424,1
22,0.38333493,1
23,0.32753167,1
24,0.37080505,1
25,0.59750175,1
