epoch,loss,accuracy
1,2.1679428,0.6666666
2,0.04314342,0.7619048
3,0.041393142,0.671875
4,0.04150344,0.625
5,0.037797388,0.65625
6,0.044246864,0.59375
7,0.04067293,0.671875
8,0.047609318,0.71875
9,0.0357261,0.59375
10,0.03737576,0.578125
11,0.03279589,0.625
12,0.033131532,0.65625
13,0.028870866,0.578125
14,0.033811904,0.71428573
15,0.036692206,0.65625
16,0.028405828,0.6875
17,0.028486194,0.640625
18,0.028208366,0.703125
19,0.98079836,0.734375
20,0.024694769,0.6875
21,0.92415804,0.75
22,0.9137142,0.75
23,0.9766129,0.734375
24,0.9097207,0.765625
25,0.9921114,0.8125
