true_label,predicted_label,count
7,13,3
11,14,2
21,43,2
34,6,2
11,13,1
15,2,1
23,20,2
43,11,2
7,47,1
36,9,6
21,39,2
15,15,1
10,34,2
18,35,8
17,23,1
0,1,1
20,10,3
30,39,1
43,43,8
47,47,2
28,11,2
0,12,1
14,11,8
35,45,1
1,1,3
16,35,1
1,11,6
9,9,12
29,2,1
2,45,1
6,30,2
46,22,1
10,10,12
32,25,1
47,9,2
22,17,1
36,13,3
8,11,3
15,22,1
24,13,1
9,3,3
39,30,6
12,10,1
0,11,2
37,9,1
26,40,1
12,16,7
7,20,1
48,24,1
9,11,4
43,6,1
11,11,100
41,11,3
34,22,1
26,34,1
49,11,5
35,43,1
20,25,1
16,16,3
38,0,1
20,22,2
16,10,1
27,6,2
37,3,1
31,31,3
26,16,1
13,13,6
2,21,1
29,3,1
35,35,7
33,26,1
16,38,2
19,6,2
16,30,7
34,35,2
46,10,1
32,10,1
7,39,1
5,38,2
25,25,6
49,9,1
14,30,1
29,14,1
24,7,1
4,22,1
2,9,2
12,20,1
22,43,1
22,22,3
23,18,1
29,25,3
34,7,1
15,35,7
25,47,1
12,23,3
38,14,1
37,25,1
14,24,1
48,6,1
13,11,4
44,11,5
38,7,1
5,14,1
27,30,6
20,43,2
20,39,1
34,18,1
24,30,2
22,23,1
4,31,1
22,31,1
18,10,1
30,7,1
1,3,4
44,6,2
38,11,7
28,31,1
15,33,1
32,11,2
28,43,1
26,2,2
42,12,1
36,7,1
45,22,1
26,35,1
48,0,1
29,11,3
24,11,1
7,7,5
6,48,2
8,30,3
8,48,1
49,2,1
28,7,2
31,24,3
20,17,1
25,11,2
31,30,2
40,26,1
22,20,1
39,24,6
48,30,4
43,28,1
23,16,4
21,31,1
20,35,1
14,33,1
16,39,1
10,38,1
13,30,1
4,14,1
29,1,1
18,34,2
0,0,6
3,9,2
42,42,1
39,39,1
4,16,3
17,38,1
27,24,1
34,0,1
45,35,1
43,31,1
2,0,1
7,30,1
16,23,1
20,24,1
20,7,2
41,7,1
28,39,1
46,11,1
20,11,1
42,30,3
37,47,3
40,3,1
17,11,1
13,9,4
45,11,8
44,30,1
10,2,1
5,11,3
33,9,5
17,34,3
33,47,1
49,10,1
46,35,5
45,24,1
10,25,1
17,5,1
32,24,1
29,33,2
31,20,1
11,26,1
3,47,3
21,13,2
7,31,4
30,30,7
30,43,2
48,38,1
43,24,3
7,0,1
23,35,1
21,0,1
41,31,1
16,34,1
1,10,1
4,23,1
17,30,4
22,35,7
22,0,1
32,31,1
46,9,1
35,24,1
45,42,1
7,27,1
3,25,2
17,12,1
20,12,3
18,15,1
47,11,11
16,11,2
41,30,2
3,3,5
35,11,1
37,11,7
34,11,3
28,24,2
42,11,3
45,13,1
27,11,5
31,7,1
24,31,3
30,11,4
8,6,1
3,11,1
40,11,4
21,24,3
22,12,1
7,24,2
23,0,1
0,25,2
41,6,1
32,13,2
30,6,1
43,39,2
15,10,1
49,47,1
34,43,1
36,11,1
13,47,1
19,11,10
12,18,1
4,7,1
6,11,8
6,35,1
24,24,10
39,16,1
5,34,1
18,22,4
26,0,1
40,1,2
17,7,1
16,48,1
21,30,2
32,7,1
45,30,1
35,22,5
0,38,3
24,39,2
2,11,8
30,48,4
15,11,1
31,13,1
33,33,8
34,10,3
23,23,8
48,11,7
41,12,1
5,6,1
38,38,5
17,22,1
28,42,1
17,16,2
