epoch,loss,accuracy
1,0.07404076,0.671875
2,0.050881825,0.5625
3,0.0476632,0.609375
4,0.05596667,0.59375
5,0.046126608,0.609375
6,0.05382902,0.609375
7,0.050296117,0.59375
8,0.0536136,0.5625
9,0.04853686,0.57894737
10,0.05566196,0.59375
11,0.049254607,0.59375
12,0.05140344,0.578125
13,0.047738686,0.57894737
14,0.047690205,0.5625
15,0.054089382,0.5625
16,0.04956707,0.6315789
17,0.050195456,0.578125
18,0.045592293,0.57894737
19,0.051337946,0.640625
20,0.046373338,0.59375
21,0.04915349,0.546875
22,0.04943086,0.57894737
23,0.05170437,0.609375
24,0.053003326,0.5625
25,0.046753608,0.578125
