epoch,loss,accuracy
1,129.54596,0.53125
2,0.08341854,0.71428573
3,0.07597633,0.640625
4,0.07342687,0.640625
5,0.05282722,0.625
6,0.055343207,0.59375
7,0.075753465,0.578125
8,0.050205927,0.65625
9,0.045875378,0.71428573
10,0.049439956,0.65625
11,0.051177863,0.703125
12,0.045755137,0.6875
13,0.04302888,0.625
14,0.044918623,0.65625
15,0.045176707,0.6875
16,0.049343012,0.640625
17,0.056215156,0.734375
18,0.04692599,0.671875
19,0.044417724,0.640625
20,0.043691836,0.6666666
21,0.046244193,0.640625
22,0.046704974,0.65625
23,0.045982074,0.703125
24,0.044958677,0.671875
25,0.04379196,0.6875
