true_label,predicted_label,count
20,11,8
43,7,1
38,25,2
37,11,11
31,43,1
46,11,5
30,23,1
17,17,1
7,16,1
7,7,16
20,16,4
16,43,1
41,7,4
5,10,1
12,23,4
13,7,1
34,24,1
40,11,7
33,9,2
15,16,1
45,23,1
48,11,13
3,9,9
45,11,13
4,11,2
43,24,1
22,11,12
9,9,3
10,10,11
18,18,11
10,18,1
38,16,1
15,11,3
41,16,3
31,24,3
28,7,1
34,7,2
35,11,5
4,23,2
2,7,1
22,23,2
0,33,2
22,16,1
17,22,2
2,11,12
28,11,7
31,7,4
24,11,17
15,23,3
32,11,7
7,24,1
11,1,1
37,25,1
23,23,5
35,24,1
38,11,5
17,11,6
8,16,2
38,7,3
25,1,1
4,16,2
41,30,1
21,7,1
12,11,6
20,18,1
28,16,1
30,24,1
9,11,16
35,16,3
12,16,2
0,7,1
26,10,1
8,11,4
29,11,3
17,7,1
25,33,5
24,7,1
39,11,13
39,7,1
47,11,14
35,18,2
0,25,4
7,11,1
13,9,1
33,25,6
33,33,4
34,11,5
16,16,5
13,11,14
33,10,1
34,33,1
28,24,1
19,11,12
31,11,3
34,23,2
0,11,2
48,7,2
23,18,11
34,16,4
29,7,1
35,23,5
7,33,1
41,11,1
26,23,1
20,43,1
4,7,2
20,7,2
11,9,2
40,33,1
33,1,1
6,11,13
8,7,2
46,22,1
47,9,1
1,11,8
20,25,1
21,11,10
5,24,2
11,11,101
42,11,7
5,7,1
16,7,1
17,23,4
24,30,1
5,16,1
12,18,1
0,0,3
36,7,1
46,18,1
44,11,8
20,23,1
17,16,2
27,11,14
18,0,1
22,22,1
10,0,2
23,7,1
36,11,9
21,24,1
21,25,1
30,11,18
22,10,1
37,33,1
5,11,3
38,33,3
0,17,1
0,10,2
14,11,11
32,43,1
10,11,2
3,11,4
33,11,1
29,0,2
18,23,4
16,11,11
46,23,2
16,23,2
36,9,1
32,33,1
29,33,2
49,9,2
1,9,6
15,18,6
43,11,16
38,22,1
24,16,1
26,11,5
10,25,1
49,25,1
25,25,3
49,11,6
29,9,1
29,25,3
42,7,1
