epoch,loss,accuracy
1,2.647292,0.6875
2,0.04128352,0.53125
3,0.04236311,0.578125
4,0.037937123,0.53125
5,0.037130367,0.640625
6,0.033702914,0.609375
7,0.033448707,0.625
8,0.030923385,0.625
9,0.03187706,0.703125
10,0.03310976,0.671875
11,0.02782206,0.68421054
12,0.99215263,0.71875
13,0.9960988,0.78947365
14,0.9885608,0.71875
15,0.92078114,0.734375
16,0.9801927,0.765625
17,0.97331715,0.84210527
18,0.9975713,0.8947369
19,0.9830825,0.859375
20,0.99190396,0.84210527
21,0.99644965,0.84375
22,0.98240733,0.84375
23,0.9998206,0.859375
24,0.99507165,0.859375
25,0.98052275,0.890625
