epoch,loss,accuracy
1,0.05668916,0.703125
2,0.04345059,0.5625
3,0.044530302,0.609375
4,0.04285978,0.59375
5,0.045413896,0.609375
6,0.04310187,0.609375
7,0.043698758,0.59375
8,0.043798372,0.5625
9,0.04304178,0.57894737
10,0.04346589,0.59375
11,0.04258792,0.625
12,0.045502737,0.578125
13,0.043953013,0.57894737
14,0.043561265,0.5625
15,0.045084592,0.5625
16,0.044023048,0.6315789
17,0.04356668,0.578125
18,0.042974588,0.6315789
19,0.042190056,0.640625
20,0.042946886,0.59375
21,0.043359224,0.78947365
22,0.04571762,0.7368421
23,0.043314237,0.609375
24,0.04425584,0.5625
25,0.04274394,0.6315789
