epoch,loss,accuracy
1,0.30406582,0.78125
2,0.047479425,0.4453125
3,0.030985745,0.6328125
4,0.95629525,0.73493975
5,0.95556045,0.875
6,0.97969836,0.8203125
7,0.78063846,0.890625
8,0.82271534,0.9453125
9,0.5441131,0.9765625
10,0.3207182,0.9879518
11,0.29322422,0.9921875
12,0.20650858,1
13,0.1624407,1
14,0.14538565,1
15,0.12578785,1
16,0.092456535,1
17,0.0769404,1
18,0.05974418,1
19,0.043861184,1
20,0.050016947,1
21,0.03982329,1
22,0.029458646,1
23,0.02805799,1
24,0.06395885,1
25,0.025111694,1
26,0.02623042,1
27,0.02258772,1
28,0.030770851,1
29,0.051514946,1
30,0.019837856,1
31,0.031178879,1
32,0.048756402,1
33,0.033481948,1
34,0.019497067,1
35,0.027571473,1
