true_label,predicted_label,count
47,1,1
45,27,3
47,38,1
49,3,1
37,37,4
46,46,5
18,20,1
30,11,3
9,29,1
15,30,1
13,24,2
14,14,2
38,38,4
12,34,1
38,11,2
40,40,1
45,16,1
16,30,1
11,2,1
34,25,1
16,6,1
26,10,1
11,33,1
49,11,2
47,25,1
16,38,1
3,19,1
32,24,2
5,17,1
18,22,1
30,24,1
6,27,1
19,47,1
16,18,1
11,21,1
5,27,2
29,11,1
23,4,1
18,10,1
49,8,1
49,10,2
19,19,10
17,8,1
36,3,1
36,27,1
32,6,1
22,20,1
21,6,2
4,8,2
43,24,2
13,34,1
3,3,6
17,4,1
11,40,1
12,8,1
31,41,2
14,27,1
14,48,3
5,20,1
41,7,1
10,26,1
30,20,1
48,21,1
2,37,1
31,6,2
44,30,1
38,7,1
22,22,9
3,9,2
30,37,1
35,39,3
7,21,1
21,16,1
23,23,13
14,11,1
1,11,3
39,6,2
20,20,5
8,30,1
7,24,3
42,43,2
44,19,1
47,34,1
24,19,1
21,24,1
8,11,3
47,9,1
30,30,5
45,43,3
37,49,2
33,33,13
3,25,1
6,18,1
15,4,1
8,16,2
35,18,2
4,16,1
41,30,1
9,3,1
48,24,1
26,25,1
24,24,5
27,21,1
38,6,1
28,24,1
28,43,1
6,6,10
37,10,1
20,2,1
1,20,1
40,11,1
34,29,1
13,1,1
13,41,1
31,38,1
35,11,1
31,23,1
0,22,2
42,11,3
39,43,4
32,43,2
18,18,12
34,1,1
48,48,2
40,2,1
21,37,1
11,37,1
14,5,1
46,35,1
28,7,2
12,20,1
2,6,1
10,25,1
38,25,1
32,30,2
20,10,1
29,44,1
17,30,2
34,17,1
0,23,1
49,9,1
5,44,1
26,0,1
25,3,1
23,7,1
11,16,1
30,21,1
34,11,2
36,24,1
36,43,1
13,3,1
39,39,3
20,43,1
27,11,1
41,41,3
38,2,1
13,20,1
35,16,1
11,6,2
7,43,1
11,47,1
7,8,1
19,11,1
40,49,1
8,8,1
48,11,2
48,16,1
43,20,1
11,10,1
12,12,6
30,44,1
48,7,1
13,29,1
43,30,1
45,8,2
2,11,2
21,30,2
42,6,1
48,14,1
39,16,3
43,43,9
45,28,1
20,35,1
45,45,1
15,15,6
34,34,1
49,49,1
13,31,1
24,39,3
12,15,1
47,3,2
32,11,1
31,7,3
47,37,2
29,37,1
46,9,1
15,35,4
17,17,5
44,4,1
7,35,1
13,6,2
0,7,1
25,25,7
24,16,1
9,11,2
35,27,1
29,29,5
11,1,1
44,6,2
16,24,1
21,10,1
25,29,1
34,27,1
13,11,1
43,9,1
48,30,2
3,40,1
23,16,2
20,1,1
36,14,1
38,37,1
4,4,3
15,22,1
9,48,1
32,20,1
39,21,1
36,7,2
7,30,2
43,48,1
14,38,1
18,35,1
27,27,5
47,11,3
40,1,1
46,2,1
37,21,1
30,43,1
10,10,14
22,23,2
41,18,1
4,35,1
44,44,1
42,42,1
2,43,2
20,5,1
24,6,1
34,16,1
2,9,1
9,9,8
13,43,1
11,30,1
12,16,2
22,0,1
26,7,1
11,3,2
26,19,1
8,7,1
13,48,1
22,29,1
48,6,2
33,9,2
36,6,1
36,36,1
10,8,1
1,10,2
11,22,1
39,35,1
3,47,1
3,29,1
37,38,1
24,30,2
24,27,1
42,21,1
9,30,1
9,47,2
12,17,1
17,23,1
2,48,1
38,0,1
24,43,3
38,34,2
28,27,3
31,28,1
35,30,1
49,20,1
14,6,2
24,7,3
30,27,2
28,19,1
48,27,1
34,5,1
37,6,1
29,2,1
47,47,2
1,47,2
20,19,1
2,46,1
31,24,1
35,35,7
20,48,1
16,7,1
26,29,1
47,36,1
2,2,3
11,9,1
6,9,1
16,22,1
44,48,2
7,17,2
45,30,1
7,7,8
40,3,2
5,19,1
16,19,2
21,20,1
20,46,2
38,44,1
2,24,1
36,40,1
28,11,1
34,18,2
45,41,1
27,39,2
43,11,2
1,46,1
48,47,1
0,0,8
36,47,1
22,19,1
13,40,1
17,18,3
46,15,1
21,21,2
37,25,2
27,6,4
4,18,1
5,41,1
22,12,1
43,39,1
13,9,1
34,20,3
37,3,1
20,6,1
27,17,1
26,18,1
40,20,1
1,9,1
28,6,1
41,23,1
22,35,1
29,3,3
17,16,2
5,38,1
11,11,88
21,27,1
30,39,2
9,33,2
20,7,2
21,43,1
45,40,1
1,1,4
30,16,2
16,16,11
9,14,1
17,38,1
7,32,1
41,6,2
0,38,3
