epoch,loss,accuracy
1,0.06540257,0.609375
2,0.049665555,0.515625
3,0.045717344,0.59375
4,0.048932996,0.5
5,0.049629107,0.5
6,0.043264225,0.5625
7,0.04664573,0.53125
8,0.048762444,0.53125
9,0.051581074,0.59375
10,0.054687787,0.640625
11,0.048183393,0.640625
12,0.045321893,0.484375
13,0.046562046,0.484375
14,0.047044925,0.59375
15,0.04166787,0.515625
16,0.049300022,0.546875
17,0.050209664,0.53125
18,0.043958,0.46875
19,0.05718892,0.65625
20,0.04290812,0.59375
21,0.04213432,0.68421054
22,0.05301341,0.57894737
23,0.047228128,0.515625
24,0.04614443,0.546875
25,0.042200655,0.546875
