epoch,loss,accuracy
1,1.9001259,0.6875
2,0.04233716,0.5625
3,0.04265635,0.609375
4,0.038850073,0.609375
5,0.03683541,0.546875
6,0.03382862,0.7368421
7,0.034236263,0.578125
8,0.034455873,0.59375
9,0.032887585,0.6315789
10,0.031248704,0.671875
11,0.02820515,0.7368421
12,0.030036068,0.75
13,0.026882548,0.671875
14,0.9704151,0.75
15,0.843483,0.765625
16,0.99580497,0.8125
17,0.99252987,0.84375
18,0.9948528,0.828125
19,0.9875746,0.796875
20,0.9902878,0.859375
21,0.9841453,0.8947369
22,0.98606455,0.875
23,0.99960315,0.890625
24,0.9916333,0.859375
25,0.9853076,0.890625
