epoch,loss,accuracy
1,0.85153085,0.625
2,0.040989652,0.578125
3,0.038568918,0.5625
4,0.0357599,0.640625
5,0.034471743,0.6875
6,0.03291057,0.71875
7,0.025286155,0.734375
8,0.907477,0.765625
9,0.9194654,0.75
10,0.976354,0.84375
11,0.99329937,0.8947369
12,0.98954356,0.890625
13,0.99819267,0.921875
14,0.98026174,0.90625
15,0.9405084,0.9473684
16,0.7744586,1
17,0.9297754,0.9473684
18,0.63223195,1
19,0.7190595,0.96875
20,0.50246227,0.984375
21,0.548988,1
22,0.61328906,0.984375
23,0.65370405,1
24,0.56987786,1
25,0.547413,0.984375
