true_label,predicted_label,count
24,8,1
25,32,1
28,28,8
18,28,3
47,42,1
29,2,1
41,41,5
15,36,1
6,6,12
29,23,1
3,27,1
26,11,1
34,2,1
18,0,1
46,44,1
39,8,2
26,13,1
20,8,1
36,8,1
38,48,1
35,16,3
33,33,3
28,36,1
21,5,1
23,23,11
10,41,1
33,18,1
24,24,1
19,40,1
13,13,13
47,21,2
11,37,2
2,18,1
31,49,1
39,24,1
33,9,2
14,9,1
8,41,2
40,9,2
33,17,2
25,40,1
49,16,1
25,20,3
29,18,3
3,16,1
45,27,1
18,34,5
30,30,1
38,34,1
45,19,2
3,10,1
24,9,1
11,17,3
10,10,13
46,46,2
2,16,1
45,45,5
0,6,1
38,12,1
35,47,1
28,34,1
28,29,2
44,47,1
18,48,1
3,47,1
9,17,1
31,42,2
37,37,2
30,0,1
21,30,1
10,5,1
47,3,2
34,35,1
41,16,1
4,45,1
3,21,1
27,27,4
21,12,1
45,2,1
44,37,1
31,27,1
45,35,1
2,21,2
28,2,2
15,7,1
17,16,2
16,39,1
11,3,1
9,16,4
46,2,1
0,20,1
40,16,6
29,17,1
27,39,1
18,37,2
22,29,1
15,48,1
11,18,1
17,17,3
43,39,1
37,11,1
37,40,1
0,30,1
45,34,2
42,16,1
8,8,8
26,12,1
22,21,1
0,36,3
19,18,2
30,34,2
35,35,4
1,16,8
6,28,1
3,9,2
49,8,1
21,3,1
47,46,1
38,22,1
24,16,8
34,16,1
22,44,1
39,16,2
0,7,2
27,16,3
41,8,1
38,28,2
4,18,2
1,19,2
22,22,11
20,31,2
36,22,1
44,3,1
37,31,1
23,34,1
5,5,3
48,21,3
17,22,1
9,14,4
38,18,1
23,22,1
11,24,1
21,22,1
4,19,2
48,2,1
2,2,3
39,5,1
2,17,1
37,16,1
7,7,15
45,5,1
27,9,3
32,7,2
28,46,1
18,17,1
43,0,1
45,36,1
42,44,1
10,16,1
31,16,1
18,18,6
48,18,3
19,16,2
9,5,1
5,27,1
24,17,1
10,9,1
43,31,1
42,42,4
37,35,1
31,20,1
34,37,1
34,19,1
19,19,5
43,17,1
45,21,1
37,45,1
30,23,1
31,31,5
15,21,2
32,16,3
35,40,1
26,0,1
36,0,4
38,2,1
46,22,2
21,48,1
32,32,2
21,44,2
33,16,3
34,18,1
40,4,1
49,9,2
23,18,2
31,25,1
26,16,1
20,11,1
40,18,1
44,44,3
11,16,4
17,6,2
35,22,1
35,37,1
49,14,5
15,35,1
8,10,1
40,35,1
25,16,1
20,20,9
38,38,1
4,16,3
0,16,3
40,45,2
24,20,1
5,16,2
24,37,1
5,9,2
46,12,1
42,31,1
20,41,1
3,22,1
26,26,7
11,40,1
48,14,1
22,2,1
48,46,1
3,42,1
13,16,1
16,16,100
32,13,2
39,9,1
13,21,1
0,21,1
23,40,1
39,39,1
3,5,3
28,15,1
37,6,1
19,34,1
6,17,1
22,0,1
12,22,1
48,48,5
36,16,2
41,10,2
40,33,1
17,37,1
25,25,2
3,3,4
37,34,3
0,31,1
17,36,1
40,40,1
13,0,1
34,34,7
19,21,1
21,2,1
21,37,1
30,16,3
8,16,3
16,9,1
23,0,1
9,9,4
14,42,1
6,16,1
39,10,1
31,9,1
36,36,6
44,21,1
22,14,1
0,24,1
14,14,12
0,0,3
23,28,1
27,8,1
35,21,3
11,20,1
25,0,1
30,31,1
46,47,1
1,1,1
47,47,6
16,19,1
15,23,1
37,20,1
18,33,1
15,22,1
30,18,1
47,16,1
49,49,2
14,30,1
16,18,1
24,27,1
1,21,1
21,21,10
43,16,3
11,36,1
0,23,1
19,23,1
27,41,1
28,17,3
29,22,1
43,8,1
12,12,16
11,11,1
26,42,1
29,48,2
20,16,5
49,18,1
36,9,1
29,28,2
45,16,5
9,44,1
28,18,1
7,44,1
15,34,2
17,34,1
30,8,3
44,40,1
37,17,1
