epoch,loss,accuracy
1,8396.046,0.671875
2,0.042501587,0.80952376
3,0.042293027,0.671875
4,0.041941453,0.703125
5,0.042306017,0.71875
6,0.042698804,0.671875
7,0.042244505,0.703125
8,0.042614385,0.671875
9,0.04296746,0.71428573
10,0.044017605,0.65625
11,0.042430215,0.703125
12,0.042025357,0.6875
13,0.042207222,0.640625
14,0.042551156,0.65625
15,0.042373754,0.6875
16,0.042223226,0.65625
17,0.042715877,0.734375
18,0.04308469,0.671875
19,0.04262853,0.640625
20,0.042733863,0.6666666
21,0.04266328,0.640625
22,0.04363968,0.6666666
23,0.042655125,0.703125
24,0.042790662,0.671875
25,0.042349845,0.6875
