epoch,loss,accuracy
1,0.33298165,0.78125
2,0.05265277,0.5390625
3,0.028153779,0.625
4,0.02983691,0.6328125
5,0.8959546,0.78125
6,0.9881238,0.8359375
7,0.932964,0.8984375
8,0.8515959,0.9140625
9,0.67905605,0.96385545
10,0.5220356,0.9765625
11,0.24931653,1
12,0.22501647,0.9921875
13,0.17102775,1
14,0.1652532,1
15,0.30179223,1
16,0.9728664,0.9921875
17,0.28164178,1
18,0.19712344,1
19,0.056827527,1
20,0.05735365,1
21,0.05527063,1
22,0.05538331,1
23,0.056136575,1
24,0.056957964,1
25,0.04950633,1
26,0.041219324,1
27,0.03503777,1
28,0.06360478,1
29,0.30794492,1
30,0.18485567,1
31,0.111029826,1
32,0.04807585,1
33,0.0499406,1
34,0.034059376,1
35,0.015117511,1
36,0.025478473,1
37,0.03230839,1
38,0.04429987,1
39,0.024092877,1
40,0.029605756,1
41,0.021745166,1
42,0.031729534,1
43,0.031827267,1
44,0.032543153,1
45,0.031346463,1
46,0.060388684,1
47,0.017186921,1
48,0.028592862,1
49,0.010607802,1
50,0.03422577,1
51,0.049680546,1
52,0.18845983,1
53,0.085314944,1
54,0.06695511,1
55,0.055411633,1
56,0.11431189,1
57,0.18710816,1
58,0.14448665,1
59,0.6452938,1
60,0.99954677,0.890625
61,0.96914357,0.9277109
62,0.65753484,1
63,0.24828312,1
64,0.24913578,1
65,0.13316268,1
66,0.12988862,1
67,0.057290003,1
68,0.039394636,1
69,0.039537884,1
70,0.04348827,1
71,0.033742648,1
72,0.023513373,1
73,0.03126863,1
74,0.017443798,1
75,0.024219286,1
76,0.027334215,1
77,0.07438427,1
78,0.02567993,1
79,0.01723069,1
80,0.01722515,1
81,0.038320005,1
82,0.019371087,1
83,0.03339472,1
84,0.018122813,1
85,0.013637965,1
86,0.017121194,1
87,0.010537653,1
88,0.0069909594,1
89,0.0069004027,1
90,0.01703924,1
91,0.044289656,1
92,0.04511739,1
93,0.036389545,1
94,0.045768075,1
95,0.024523675,1
96,0.094112165,1
97,0.021433514,1
98,0.08077059,1
99,0.05035141,1
100,0.04560802,1
