epoch,loss,accuracy
1,0.062160462,0.703125
2,0.04693406,0.5625
3,0.044528857,0.609375
4,0.044054173,0.59375
5,0.046638165,0.609375
6,0.045363158,0.609375
7,0.043934666,0.59375
8,0.048616648,0.5625
9,0.043475583,0.57894737
10,0.04607213,0.59375
11,0.044403415,0.640625
12,0.04452574,0.578125
13,0.044822697,0.57894737
14,0.045435656,0.5625
15,0.04337433,0.5625
16,0.047821432,0.6315789
17,0.04421897,0.578125
18,0.043393377,0.6315789
19,0.045557484,0.640625
20,0.043978073,0.59375
21,0.044442054,0.78947365
22,0.04427533,0.7368421
23,0.044090293,0.609375
24,0.044781018,0.5625
25,0.04420818,0.6315789
