epoch,loss,accuracy
1,0.05504582,0.65625
2,0.03662911,0.80952376
3,0.034379523,0.703125
4,0.031050676,0.65625
5,0.02893435,0.78125
6,0.026844822,0.7619048
7,0.028151855,0.7619048
8,0.94840217,0.828125
9,0.9938146,0.84375
10,0.9832324,0.84375
11,0.98153603,0.921875
12,0.9870856,0.9473684
13,0.9879361,0.921875
14,0.9595162,0.9375
15,0.913284,0.9473684
16,0.995856,0.96875
17,0.7992425,1
18,0.6540562,1
19,0.6636311,1
20,0.61912924,1
21,0.5678531,1
22,0.41655368,1
23,0.5234427,1
24,0.4528523,1
25,0.52326185,1
