epoch,loss,accuracy
1,1.2034231,0.671875
2,0.04132623,0.71428573
3,0.03869793,0.61904764
4,0.034568664,0.609375
5,0.035412937,0.671875
6,0.038526416,0.625
7,0.03473886,0.61904764
8,0.03595552,0.625
9,0.040169578,0.640625
10,0.043971095,0.640625
11,0.035411894,0.6875
12,0.034766365,0.71875
13,0.040111665,0.71875
14,0.036917683,0.703125
15,0.029571211,0.671875
16,0.042767838,0.65625
17,0.97959346,0.80952376
18,0.94965327,0.75
19,0.9671698,0.765625
20,0.027077131,0.703125
21,0.9924616,0.78125
22,0.9752838,0.8125
23,0.9939259,0.75
24,0.94286454,0.80952376
25,0.9797829,0.8125
