true_label,predicted_label,count
38,12,1
12,11,1
21,24,5
13,34,2
15,18,2
31,7,3
2,38,1
48,48,1
14,38,2
7,6,1
31,17,1
45,13,1
0,0,7
7,39,1
1,11,6
14,31,3
35,35,1
48,38,3
21,23,1
0,11,1
45,24,1
32,47,1
34,0,1
19,38,3
1,13,1
1,29,1
20,34,3
15,23,1
2,31,1
34,47,1
22,22,7
1,49,1
44,44,6
9,13,3
18,34,1
4,18,1
8,34,1
41,39,1
24,39,2
5,17,3
5,48,1
31,20,1
3,1,1
18,20,1
27,17,1
1,1,4
47,44,1
38,41,1
19,41,2
39,27,3
48,44,3
15,45,1
20,3,1
34,11,2
21,13,1
14,41,2
8,17,1
35,43,1
14,48,1
28,45,1
48,31,2
10,25,1
45,34,1
41,41,3
28,11,1
4,12,3
4,34,1
29,11,1
20,27,1
20,28,2
43,28,3
16,17,4
42,21,1
45,42,1
28,42,1
37,3,1
13,13,1
13,31,1
29,49,1
7,28,1
23,23,12
35,18,1
7,43,1
21,41,1
22,18,1
1,25,1
45,27,2
18,18,10
32,45,2
17,12,2
33,13,1
32,36,1
0,38,5
23,22,4
21,31,1
13,20,1
29,12,1
43,11,1
38,0,1
10,26,2
32,14,1
9,47,1
39,39,1
22,41,1
29,10,1
30,30,3
27,11,2
13,7,2
24,11,1
35,15,3
34,34,2
19,11,5
28,23,1
40,1,1
45,45,3
22,10,1
15,20,1
20,35,1
24,24,8
35,22,10
48,41,2
29,0,3
21,28,1
22,42,1
38,17,3
44,41,1
46,46,4
5,38,4
49,47,1
3,13,1
8,11,3
36,36,6
39,41,2
7,33,1
24,7,1
25,3,1
26,38,1
8,12,1
37,11,1
6,44,3
20,22,2
42,27,1
6,10,1
0,18,1
11,38,1
31,24,1
22,23,4
20,33,1
6,41,5
12,17,2
16,12,4
2,43,1
11,25,2
2,11,5
4,23,2
17,11,2
30,11,5
48,11,3
3,11,1
16,27,3
7,42,1
32,30,1
30,2,1
28,24,4
12,10,1
14,14,1
26,25,1
16,38,1
28,30,1
38,44,1
24,36,1
40,11,3
30,45,1
24,31,1
29,3,1
49,11,3
24,42,3
3,29,2
9,40,1
2,45,1
45,11,5
21,17,1
13,37,1
42,39,1
41,38,2
13,47,1
39,11,1
36,47,2
21,27,1
27,27,9
3,3,4
23,36,1
47,9,1
30,24,3
28,36,1
41,31,1
30,17,3
37,47,3
10,17,1
19,29,1
44,11,1
11,48,1
25,25,8
39,24,2
20,7,1
3,25,2
7,48,1
34,13,1
15,12,2
14,47,1
42,34,1
46,15,1
8,27,1
39,7,1
10,10,13
31,21,1
47,47,8
42,11,2
30,48,1
40,13,1
13,36,1
34,15,1
34,18,1
3,47,2
34,36,1
39,42,2
14,11,1
30,13,1
30,28,1
16,22,1
31,31,1
41,43,1
13,11,4
40,33,2
27,44,1
47,37,1
15,15,1
39,20,1
31,27,1
7,24,2
39,30,1
6,27,1
15,34,1
41,17,1
13,28,1
18,22,2
13,45,1
34,23,1
24,21,1
30,27,1
2,47,1
0,39,1
32,11,3
46,18,2
17,17,5
21,0,1
8,41,1
17,38,7
24,38,1
26,11,3
7,31,1
6,11,3
34,17,2
4,22,1
22,15,2
49,38,1
40,40,1
26,10,2
20,20,5
18,23,2
7,36,6
36,7,2
15,22,4
2,2,1
36,13,1
20,23,1
16,42,1
2,34,1
38,38,8
33,33,14
48,5,1
37,25,2
31,36,1
16,11,6
19,47,1
34,12,2
12,12,9
43,45,2
7,17,1
2,33,1
9,9,4
27,30,1
24,27,1
46,11,2
9,11,9
29,29,4
37,38,3
42,42,2
47,11,4
37,37,3
49,25,1
9,3,1
43,24,12
7,7,3
49,37,3
31,14,1
11,11,100
