epoch,loss,accuracy
1,0.14176919,0.78125
2,0.040349904,0.78125
3,0.04154442,0.78125
4,0.040462848,0.78125
5,0.03950052,0.78125
6,0.038368683,0.78125
7,0.03734664,0.578125
8,0.036287684,0.56626505
9,0.036567636,0.5625
10,0.034757286,0.5703125
11,0.034250606,0.609375
12,0.03307744,0.61445785
13,0.032194797,0.6484375
14,0.0316198,0.5903614
15,0.032296184,0.609375
16,0.030590609,0.625
17,0.03049154,0.6328125
18,0.03027124,0.65625
19,0.030139593,0.62650603
20,0.03098927,0.6015625
21,0.029268188,0.671875
22,0.027968314,0.625
23,0.027894985,0.609375
24,0.029034274,0.6171875
25,0.029712506,0.6484375
26,0.028415691,0.6484375
27,0.027835378,0.6328125
28,0.02594928,0.671875
29,0.025142916,0.640625
30,0.026134778,0.6640625
31,0.02547955,0.609375
32,0.02670358,0.671875
33,0.025905866,0.703125
34,0.024182986,0.625
35,0.02606704,0.671875
36,0.02534563,0.6171875
37,0.024109216,0.6484375
38,0.025018439,0.6171875
39,0.028968854,0.6796875
40,0.9773621,0.734375
41,0.025205757,0.67469877
42,0.023553632,0.6385542
43,0.024669398,0.6796875
44,0.023926653,0.671875
45,0.026059814,0.6875
46,0.02418583,0.6640625
47,0.024763942,0.65625
48,0.023839083,0.6640625
49,0.9995871,0.703125
50,0.026074123,0.671875
51,0.025445675,0.67469877
52,0.9861808,0.71875
53,0.023369957,0.6875
54,0.9750875,0.671875
55,0.023527946,0.6796875
56,0.021519193,0.6640625
57,0.98632693,0.7421875
58,0.8766114,0.78313255
59,0.9349237,0.6875
60,0.024076877,0.72289157
61,0.023409858,0.6875
62,0.027714457,0.6640625
63,0.022289926,0.6506024
64,0.9076233,0.703125
65,0.9750091,0.67469877
66,0.90338224,0.71875
67,0.93450856,0.6640625
68,0.856266,0.7265625
69,0.021184472,0.6875
70,0.9945166,0.71875
71,0.021719089,0.671875
72,0.9369911,0.6875
73,0.9887645,0.6796875
74,0.9561096,0.7109375
75,0.024925226,0.703125
76,0.9869904,0.7109375
77,0.022106033,0.6875
78,0.029232206,0.6875
79,0.917808,0.7265625
80,0.9800484,0.6875
81,0.9955491,0.6875
82,0.9927164,0.765625
83,0.9785334,0.765625
84,0.9246961,0.71875
85,0.9761013,0.7109375
86,0.020018507,0.6796875
87,0.9976593,0.6953125
88,0.9852716,0.74698794
89,0.89070857,0.7578125
90,0.8344397,0.7578125
91,0.97016317,0.703125
92,0.7884425,0.7421875
93,0.9983058,0.703125
94,0.92133677,0.7109375
95,0.83147156,0.7265625
96,0.98720944,0.7109375
97,0.9995358,0.6875
98,0.9321591,0.6796875
99,0.9467119,0.72289157
100,0.9734709,0.7109375
