epoch,loss,accuracy
1,54627.2,0.453125
2,0.14753364,0.6875
3,0.3483577,0.4375
4,12.732185,0.609375
5,0.12396683,0.59375
6,0.09422317,0.578125
7,0.06576561,0.53125
8,0.08699268,0.625
9,0.080226295,0.515625
10,0.07912538,0.640625
11,0.0754012,0.609375
12,0.064320624,0.6666666
13,0.056371123,0.5625
14,0.054573268,0.57142854
15,0.06600781,0.53125
16,0.06217432,0.57142854
17,0.0803492,0.46875
18,0.052349046,0.578125
19,0.053808764,0.578125
20,0.057075683,0.5625
21,0.05694149,0.5238095
22,0.060010444,0.5625
23,0.051941704,0.6875
24,0.054003254,0.6666666
25,0.055139728,0.640625
