true_label,predicted_label,count
13,7,1
1,10,3
24,39,2
11,22,1
37,48,1
8,8,4
9,11,1
33,20,1
31,38,1
17,23,1
46,18,2
27,21,1
34,38,1
31,31,5
26,19,2
2,21,2
21,21,3
30,36,1
42,24,1
26,1,1
27,27,6
4,2,1
29,3,1
30,44,1
7,21,2
21,43,1
41,48,3
37,37,6
2,36,1
48,30,2
10,25,1
1,1,7
11,26,2
45,45,3
49,8,1
24,41,3
42,42,1
7,41,3
22,0,1
16,30,1
11,30,1
5,38,1
3,3,8
7,32,1
3,37,1
43,24,3
49,5,1
9,14,1
1,34,1
16,11,1
36,33,1
1,20,1
11,0,1
7,24,4
32,32,1
22,22,10
7,43,1
45,24,1
20,20,8
23,7,1
28,24,1
27,11,2
34,11,2
24,24,8
17,37,1
45,8,1
20,23,1
9,9,11
39,20,1
30,31,1
29,11,1
11,25,1
19,19,10
48,11,3
20,28,1
13,9,1
14,1,1
45,48,1
36,48,3
17,34,2
48,14,1
47,38,1
9,36,1
42,39,1
38,34,1
3,14,1
39,43,2
12,16,2
4,7,1
11,11,88
22,23,2
5,5,2
4,16,1
23,20,1
21,0,1
17,19,1
11,2,1
38,2,1
30,28,1
22,18,1
39,21,2
25,1,1
49,10,1
21,45,1
48,48,5
32,45,2
44,11,1
40,34,2
20,24,1
47,47,6
31,20,2
0,38,3
9,47,2
16,2,1
16,34,1
12,8,2
29,29,5
13,41,1
36,28,2
45,28,2
31,30,1
16,43,2
11,18,1
16,19,1
35,20,1
46,9,1
45,20,2
6,38,1
32,30,2
28,39,1
40,8,1
5,48,1
31,28,1
13,24,1
16,16,8
8,30,1
35,22,1
10,10,14
43,14,1
33,9,1
48,17,1
13,6,1
44,30,1
14,14,3
49,1,1
11,24,1
33,34,1
38,7,1
18,18,10
6,48,1
26,26,2
39,24,2
38,48,1
35,24,1
17,30,1
4,11,1
26,14,1
32,21,1
41,7,3
15,15,6
21,30,1
24,43,4
15,22,1
6,22,1
2,11,1
20,29,1
3,1,1
4,4,2
48,0,1
21,34,2
20,46,1
42,34,1
9,32,1
37,3,4
33,33,12
30,11,1
48,38,1
49,22,1
17,24,1
28,42,1
29,26,2
2,16,1
27,28,1
11,1,1
15,24,1
14,19,1
0,0,9
7,7,5
13,45,1
46,45,1
40,20,1
39,41,1
1,3,1
10,26,1
39,39,3
38,0,5
24,16,1
42,8,2
30,16,1
34,2,1
20,11,1
17,5,2
8,16,2
20,18,1
49,11,1
35,18,3
21,24,2
44,48,4
41,41,2
0,24,2
43,43,12
16,22,1
34,34,6
24,7,1
23,16,2
15,1,1
18,10,1
0,7,1
20,16,1
32,20,2
49,49,1
30,30,6
30,20,2
2,2,4
5,17,1
18,23,2
2,24,1
48,47,1
11,10,1
23,23,13
44,5,1
15,35,3
30,6,1
13,48,1
35,15,2
46,46,3
27,16,1
14,5,1
2,48,1
25,25,8
17,17,4
30,24,1
9,34,1
28,20,2
45,11,1
9,3,1
13,1,1
2,3,1
27,30,3
29,37,1
43,11,1
49,38,1
24,21,1
7,31,3
44,47,1
39,16,2
3,38,1
46,15,2
13,13,4
20,7,2
10,0,1
6,9,1
35,16,2
35,35,5
4,47,1
22,19,1
1,11,1
3,0,1
30,27,2
34,17,1
30,34,1
34,20,3
22,7,2
28,31,1
38,24,1
45,21,2
15,18,1
42,21,1
18,34,1
42,11,1
29,9,2
16,7,2
16,6,1
5,0,1
11,19,1
18,20,1
13,34,1
47,3,2
47,37,1
37,5,2
49,9,1
21,20,2
47,11,4
28,28,4
32,0,1
45,16,1
13,29,2
5,44,1
16,24,1
41,5,1
40,11,3
6,6,9
11,38,3
8,11,1
43,39,1
14,48,4
12,12,8
30,45,1
39,28,1
36,7,1
12,34,1
13,11,1
38,38,5
36,36,4
47,9,1
34,1,1
11,37,1
4,22,1
17,48,3
14,21,1
7,30,1
26,17,1
18,16,1
35,34,1
40,22,1
19,11,2
31,24,1
5,12,1
2,20,1
