epoch,loss,accuracy
1,0.07700188,0.59375
2,0.058163274,0.46875
3,0.058864012,0.546875
4,0.06902747,0.484375
5,0.05565507,0.515625
6,0.059443563,0.53125
7,0.057194125,0.46875
8,0.05834742,0.5
9,0.052334756,0.5263158
10,0.079475395,0.53125
11,0.05248439,0.6315789
12,0.051310398,0.46875
13,0.057305895,0.5
14,0.054493643,0.484375
15,0.052956957,0.421875
16,0.05148344,0.484375
17,0.059483062,0.46875
18,0.05391834,0.4736842
19,0.058191586,0.609375
20,0.06499495,0.515625
21,0.04812627,0.7368421
22,0.055538315,0.46875
23,0.06693915,0.453125
24,0.059254207,0.5
25,0.06312588,0.68421054
