epoch,loss,accuracy
1,0.095845565,0.78125
2,0.041538563,0.78125
3,0.040710207,0.4296875
4,0.04070737,0.78125
5,0.0406711,0.78125
6,0.039936922,0.78125
7,0.03993284,0.78125
8,0.03924005,0.78125
9,0.040761117,0.78125
10,0.039221853,0.78125
11,0.039311938,0.78125
12,0.0377236,0.78125
13,0.036654696,0.78125
14,0.03741183,0.78125
15,0.037099134,0.78125
16,0.03680204,0.78125
17,0.035837203,0.5546875
18,0.03666701,0.78125
19,0.037445966,0.5234375
20,0.035592593,0.546875
21,0.03449218,0.5546875
22,0.03437501,0.578125
23,0.034217346,0.5859375
24,0.035691522,0.609375
25,0.03431081,0.5703125
26,0.033615574,0.5390625
27,0.03428103,0.5546875
28,0.033632427,0.5625
29,0.03248477,0.578125
30,0.03225706,0.5234375
31,0.032412056,0.5546875
32,0.032234885,0.5859375
33,0.032031517,0.640625
34,0.032513987,0.6015625
35,0.03024384,0.640625
36,0.030281452,0.69879514
37,0.030998169,0.625
38,0.038644217,0.78125
39,0.03516919,0.578125
40,0.03383293,0.609375
41,0.034610968,0.6484375
42,0.03293615,0.640625
43,0.032753963,0.6484375
44,0.033828255,0.6171875
45,0.03266009,0.67469877
46,0.031906027,0.6640625
47,0.03254225,0.6328125
48,0.031166086,0.6328125
49,0.031959012,0.61445785
50,0.031180082,0.6328125
51,0.031988923,0.6015625
52,0.03155327,0.625
53,0.03034972,0.62650603
54,0.030423082,0.6171875
55,0.030727142,0.625
56,0.030222509,0.640625
57,0.030489765,0.609375
58,0.030971467,0.67469877
59,0.030517211,0.59375
60,0.030096548,0.6328125
61,0.0301432,0.6171875
62,0.03002784,0.6328125
63,0.02922128,0.67469877
64,0.029963605,0.578125
65,0.03005633,0.61445785
66,0.02995985,0.6328125
67,0.031387087,0.6506024
68,0.030249564,0.6796875
69,0.029934146,0.6015625
70,0.030906472,0.6171875
71,0.028798688,0.6171875
72,0.028971272,0.609375
73,0.029027114,0.6328125
74,0.028475327,0.6015625
75,0.030726418,0.59375
76,0.028692966,0.6796875
77,0.028680513,0.62650603
78,0.02968887,0.609375
79,0.029297385,0.6171875
80,0.028685791,0.640625
81,0.028512651,0.59375
82,0.028374935,0.6328125
83,0.027986601,0.6015625
84,0.029760908,0.6328125
85,0.029702764,0.5546875
86,0.030253647,0.59375
87,0.029486928,0.5703125
88,0.02955163,0.625
89,0.02862222,0.671875
90,0.028848957,0.59375
91,0.028835978,0.59375
92,0.028390508,0.6484375
93,0.028949326,0.625
94,0.029180748,0.6328125
95,0.027832212,0.640625
96,0.031604398,0.6015625
97,0.03049704,0.6015625
98,0.028755495,0.640625
99,0.02867713,0.5703125
100,0.028788676,0.6171875
