epoch,loss,accuracy
1,0.29294598,0.78125
2,0.046776675,0.4453125
3,0.035957236,0.62650603
4,0.024011169,0.6875
5,0.97757757,0.86746985
6,0.92326856,0.8828125
7,0.92003477,0.9529412
8,0.9036299,0.953125
9,0.43265128,0.9921875
10,0.28099725,1
11,0.2154749,1
12,0.12754548,1
13,0.10765841,1
14,0.08319157,1
15,0.10597039,1
16,0.10366597,1
17,0.10426685,1
18,0.08259821,1
19,0.04968939,1
20,0.04301805,1
21,0.06290805,1
22,0.05878132,1
23,0.0458536,1
24,0.04434911,1
25,0.06519101,1
26,0.0587134,1
27,0.051319115,1
28,0.040393133,1
29,0.051883038,1
30,0.07755818,1
31,0.30341294,1
32,0.24255261,1
33,0.34494463,1
34,0.1999885,1
35,0.11533585,1
