true_label,predicted_label,count
4,34,2
5,12,1
9,9,8
14,14,4
8,8,4
18,10,1
38,0,1
29,2,1
22,0,1
30,18,1
40,27,1
15,30,1
2,48,1
37,10,1
21,24,3
22,12,1
8,30,1
5,0,1
38,34,1
9,11,2
37,27,1
30,48,1
10,5,1
33,33,10
39,16,1
13,28,1
19,19,5
4,27,1
27,39,1
42,11,2
48,6,1
38,38,5
39,6,2
7,20,1
37,2,1
28,6,1
47,38,1
44,30,1
21,21,2
47,3,1
11,2,2
16,28,1
13,9,1
5,44,2
45,43,2
20,7,3
2,11,2
38,37,1
12,34,2
17,0,1
35,11,1
48,14,1
14,48,2
3,14,1
20,27,1
23,4,1
32,34,1
11,10,1
49,2,2
39,39,3
7,41,1
7,43,1
3,28,1
37,6,1
19,44,1
22,18,2
42,6,1
11,40,1
6,11,1
13,2,1
12,8,2
17,5,4
30,39,1
24,30,2
20,18,3
14,34,1
36,30,1
36,28,3
1,11,4
1,20,1
26,10,1
8,44,1
9,36,1
32,0,1
42,39,1
34,11,1
31,39,1
35,30,1
19,48,1
22,4,1
14,30,1
27,30,1
32,30,1
9,33,1
26,18,1
45,30,2
25,25,7
39,28,1
22,8,1
7,30,2
16,16,11
49,20,2
13,30,3
32,24,3
29,37,1
3,1,1
11,48,1
9,14,1
9,47,2
16,23,2
42,8,1
42,43,2
13,24,2
21,10,1
28,20,1
35,47,1
16,7,1
6,10,1
3,2,1
32,43,1
22,24,2
28,13,1
13,44,2
13,34,1
12,27,2
25,34,1
47,27,3
39,21,1
41,41,1
26,11,1
0,34,2
20,35,1
10,10,16
37,3,1
14,5,1
21,27,1
29,26,2
25,1,1
38,2,1
44,27,1
41,39,1
40,30,1
34,23,2
27,27,8
1,9,1
2,2,6
1,2,1
37,21,1
38,44,1
38,5,1
40,11,3
46,9,1
47,43,1
22,23,3
35,39,1
0,2,1
28,27,1
28,30,1
11,44,1
17,18,4
8,11,1
39,27,2
16,6,1
27,11,1
32,11,1
47,9,1
47,47,3
0,7,1
22,22,5
11,26,1
37,37,4
35,35,9
35,43,2
0,38,2
49,8,1
28,7,2
11,9,1
21,34,1
45,18,1
43,30,2
3,3,3
7,24,2
48,41,1
30,42,2
34,20,2
9,30,3
21,7,1
29,30,1
18,15,1
17,8,2
24,11,1
7,8,1
49,35,1
32,7,1
18,46,1
18,34,2
13,27,1
24,43,5
12,15,1
40,2,1
48,48,4
44,6,1
36,7,2
48,24,1
21,6,1
15,22,1
0,0,7
30,44,2
38,11,1
13,29,1
17,23,1
48,30,3
40,35,1
17,38,1
1,1,5
20,46,3
46,46,4
0,14,1
6,6,8
31,13,1
26,2,1
45,28,2
31,41,1
33,11,1
21,43,2
3,9,3
31,7,4
34,17,1
21,13,1
29,8,1
18,18,10
6,48,1
16,10,1
14,27,1
47,6,1
46,30,1
48,27,1
46,15,1
30,30,7
5,6,1
19,6,1
28,28,2
20,43,2
49,44,1
23,12,1
38,7,2
47,11,4
20,2,1
41,16,1
24,21,1
34,34,5
17,17,1
15,46,1
11,34,1
31,27,1
45,45,1
4,4,2
41,7,4
24,24,7
15,35,4
42,42,1
5,5,1
24,39,2
29,29,4
34,18,1
44,44,3
18,16,1
27,6,3
2,15,1
40,15,1
49,49,2
44,48,1
3,11,3
48,16,1
41,28,1
9,29,1
13,11,1
30,27,4
26,25,1
36,14,1
0,33,1
36,27,2
37,11,1
11,6,1
13,6,2
45,27,6
43,43,15
35,18,1
4,16,2
11,11,88
20,30,1
28,18,1
1,34,2
31,24,1
31,28,1
48,11,1
12,12,5
46,35,1
14,6,1
7,7,10
34,27,2
16,27,2
43,11,1
30,20,1
23,7,1
38,30,1
44,24,1
26,22,1
17,16,1
2,24,1
41,6,1
4,2,1
23,16,2
31,30,1
12,16,1
33,35,1
5,27,2
19,11,4
29,44,2
34,28,1
39,43,3
8,16,1
23,23,12
24,27,2
11,30,1
2,43,2
20,16,1
26,26,1
17,30,1
37,44,1
22,10,1
48,21,1
11,1,3
20,20,2
16,39,1
33,43,3
6,27,2
36,43,2
15,15,5
15,2,1
46,18,1
11,3,1
30,21,1
7,28,2
37,28,1
11,16,1
39,4,1
