epoch,loss,accuracy
1,0.26882797,0.78125
2,0.041801758,0.625
3,0.0323852,0.6640625
4,0.03720094,0.6875
5,0.89228463,0.8433735
6,0.9879792,0.875
7,0.9704049,0.9296875
8,0.56454915,0.9609375
9,0.47218877,0.9879518
10,0.39097583,0.9921875
11,0.33250937,0.9882353
12,0.21012667,1
13,0.136896,1
14,0.10902535,1
15,0.11648007,1
16,0.077633314,1
17,0.07150116,1
18,0.048252106,1
19,0.086931154,1
20,0.05607336,1
21,0.03913218,1
22,0.045076314,1
23,0.07563865,1
24,0.053088173,1
25,0.038234748,1
26,0.06370504,1
27,0.04546235,1
28,0.034967974,1
29,0.08218915,1
30,0.030182978,1
31,0.023034375,1
32,0.022103254,1
33,0.019650137,1
34,0.035457492,1
35,0.019174162,1
36,0.028696526,1
37,0.04475759,1
38,0.036831602,1
39,0.02340261,1
40,0.020056453,1
41,0.033597596,1
42,0.013544827,1
43,0.016875198,1
44,0.0208405,1
45,0.021651525,1
46,0.07675694,1
47,0.1824037,1
48,0.74860084,0.96875
49,0.9380913,0.8515625
50,0.8859558,0.9765625
51,0.3722123,0.9921875
52,0.17032321,1
53,0.14897913,1
54,0.07632994,1
55,0.06648452,1
56,0.03912206,1
57,0.025009986,1
58,0.06535874,1
59,0.034926195,1
60,0.092722744,1
61,0.06392327,1
62,0.06653265,1
63,0.027440073,1
64,0.03408866,1
65,0.032765787,1
66,0.03532131,1
67,0.02382075,1
68,0.021551654,1
69,0.037786994,1
70,0.023245143,1
71,0.013451015,1
72,0.010918375,1
73,0.009660141,1
74,0.011616915,1
75,0.0038118036,1
76,0.005929484,1
77,0.020111473,1
78,0.02732935,1
79,0.2785913,1
80,0.033137992,1
81,0.07159364,1
82,0.02393708,1
83,0.05556251,1
84,0.01728292,1
85,0.025948549,1
86,0.013410859,1
87,0.049482763,1
88,0.042561732,1
89,0.022453956,1
90,0.071526065,1
91,0.10008303,1
92,0.10905737,1
93,0.02264312,1
94,0.07622911,1
95,0.081389025,1
96,0.056117762,1
97,0.026314354,1
98,0.012943161,1
99,0.033823047,1
100,0.014369601,1
