true_label,predicted_label,count
24,28,4
8,42,1
5,16,1
9,47,3
42,18,1
45,45,6
32,20,1
26,17,1
0,23,1
37,3,1
16,23,1
32,35,1
37,10,1
44,11,2
19,19,1
38,41,1
1,2,1
28,16,1
13,9,1
28,30,1
14,11,1
28,28,2
32,36,1
49,49,3
29,10,1
2,11,3
48,48,2
12,10,1
35,22,5
11,45,1
7,41,2
13,7,1
16,4,5
20,38,1
39,39,1
17,10,2
15,18,1
42,42,3
24,4,1
39,4,5
44,27,1
20,22,3
40,33,2
24,24,1
11,5,1
25,25,8
14,17,2
35,28,1
48,16,1
31,7,2
21,17,1
4,22,2
45,27,1
34,10,2
34,34,2
43,28,5
41,39,1
47,11,7
8,17,1
6,16,3
14,48,1
6,6,1
11,49,1
10,10,17
21,13,1
13,4,1
19,48,4
48,24,1
33,11,1
9,9,5
5,17,4
13,14,1
45,20,2
18,20,1
21,28,1
3,9,1
16,17,5
43,4,1
27,30,4
43,30,2
15,15,2
34,17,1
29,17,2
30,17,1
17,22,1
11,47,1
28,4,1
40,40,1
30,11,1
26,10,4
46,35,1
14,27,1
11,11,90
11,40,3
23,16,1
13,49,1
11,0,1
24,43,1
22,23,2
14,38,1
30,24,1
30,30,7
3,25,2
16,0,1
7,48,1
4,23,3
13,40,2
37,44,1
14,14,3
45,30,3
30,27,2
47,47,4
48,11,2
49,11,1
43,13,1
47,37,1
30,20,3
18,18,11
20,23,2
3,37,3
16,41,1
39,28,2
42,4,2
42,16,1
39,24,1
3,2,1
8,16,1
37,11,1
35,35,3
44,16,1
2,40,1
11,37,1
40,36,1
13,30,2
41,17,2
24,14,1
15,20,7
33,22,2
35,43,1
46,13,2
7,36,1
11,1,2
11,48,1
39,16,5
22,10,1
24,22,1
22,22,14
7,31,1
3,3,2
28,17,1
35,18,2
24,42,2
20,34,1
49,10,2
29,26,1
47,25,1
19,11,6
25,38,1
18,4,1
41,41,3
34,20,3
6,27,1
7,43,1
6,44,1
14,37,1
20,30,1
31,36,1
43,24,1
43,21,1
2,47,1
9,33,3
7,7,2
5,41,1
48,31,1
41,23,1
0,22,1
34,37,1
41,31,1
47,13,1
33,33,12
4,17,2
49,17,1
32,43,1
23,4,1
1,49,1
46,22,1
36,22,3
20,11,1
48,14,1
43,43,6
29,11,3
17,41,1
15,28,1
34,15,1
48,38,2
24,17,1
44,17,1
21,43,1
27,11,1
18,22,1
29,29,2
24,31,1
28,43,1
29,38,1
37,14,1
29,25,2
21,4,2
18,23,2
32,17,1
38,23,1
1,10,3
21,30,3
14,45,1
31,31,1
35,42,1
44,5,1
46,46,2
36,36,5
38,17,2
21,38,1
37,25,2
31,14,1
20,18,1
27,17,2
2,20,1
5,38,1
38,11,2
3,11,4
40,11,3
45,11,1
27,14,1
28,20,1
24,40,1
35,20,3
31,16,4
48,17,3
41,16,1
6,8,1
19,38,1
44,44,1
1,1,4
6,48,2
43,20,1
17,18,1
9,3,1
49,29,1
1,12,1
24,48,1
34,16,2
1,11,4
7,28,1
9,36,1
13,20,1
30,41,1
0,38,3
13,13,3
12,12,5
36,7,3
30,16,2
46,15,1
34,4,1
21,7,1
34,11,1
15,26,1
17,17,11
48,41,2
21,16,2
40,20,1
32,30,2
15,2,1
34,13,1
6,28,1
4,4,1
26,49,1
7,30,3
23,23,15
13,16,1
8,4,2
24,21,2
47,9,1
38,16,2
20,20,8
8,20,1
7,17,2
32,21,1
2,14,2
7,35,1
31,23,1
30,45,1
26,26,1
46,18,2
2,28,1
0,0,10
7,23,3
45,4,1
13,36,2
38,38,7
37,37,5
5,11,1
2,2,3
42,22,1
49,37,1
2,21,1
31,45,1
6,30,3
28,21,2
37,9,1
27,27,5
24,30,3
12,17,7
7,22,2
11,25,2
27,42,1
30,4,1
44,31,1
32,0,1
16,16,7
9,11,6
8,41,2
