true_label,predicted_label,count
24,43,3
8,35,1
37,37,2
38,6,2
12,11,2
40,35,1
21,9,2
33,19,1
35,9,1
24,19,1
1,32,1
29,29,2
19,11,1
48,21,1
40,11,2
16,34,1
27,27,3
42,9,1
49,14,1
38,4,1
17,9,2
34,14,1
2,2,1
0,38,3
31,28,1
16,6,7
11,6,3
38,0,2
37,40,1
45,40,1
13,33,1
13,6,4
12,30,1
36,7,1
14,21,1
22,24,2
13,11,2
12,4,1
7,7,7
18,18,3
43,11,1
12,35,3
37,28,1
15,46,2
7,24,2
23,35,5
6,9,1
45,6,2
5,19,1
10,10,14
10,20,1
0,47,1
43,24,3
40,40,1
45,9,4
12,19,2
20,30,1
37,9,2
35,19,1
40,1,1
15,40,1
14,24,2
3,46,1
0,0,5
40,2,1
32,9,5
43,33,1
49,11,2
18,43,1
23,28,2
29,11,1
17,30,1
31,31,3
23,4,2
26,15,1
45,33,1
0,33,2
22,19,1
38,14,2
34,9,5
49,35,1
29,33,2
26,9,1
17,35,1
31,24,1
17,24,1
38,46,1
14,47,1
46,35,2
5,6,6
42,19,1
12,20,2
6,6,11
20,9,2
25,3,3
2,11,3
25,40,1
25,25,2
41,31,1
29,35,1
28,7,2
20,7,1
16,7,2
17,46,1
21,21,2
31,13,1
11,1,3
28,6,2
29,47,1
2,43,1
22,33,4
48,7,1
1,11,4
18,11,2
43,9,2
1,9,2
48,14,1
14,14,1
7,46,1
16,2,1
15,35,5
49,9,1
34,37,1
25,1,2
11,9,1
48,6,4
20,43,2
4,24,1
27,6,4
6,24,1
41,6,4
42,33,1
23,6,1
9,9,13
17,7,1
3,9,7
11,3,1
8,30,1
29,37,1
34,11,1
48,11,3
22,7,1
41,7,3
38,11,1
21,30,1
8,8,2
19,19,11
8,11,2
1,34,1
44,30,1
36,9,1
47,47,2
44,6,5
37,11,3
16,43,1
30,43,1
9,14,1
38,34,1
7,32,2
1,33,1
18,20,2
23,23,2
7,28,1
38,7,1
26,10,1
20,46,1
16,11,2
35,11,3
35,35,9
26,11,2
43,35,1
38,38,2
7,9,2
17,19,2
20,11,2
35,6,1
14,9,1
43,43,9
16,30,1
23,0,1
10,46,1
20,29,1
33,33,14
7,33,2
4,47,1
34,34,1
21,43,3
29,25,1
30,9,2
22,35,2
45,35,2
42,6,4
3,40,2
2,9,5
16,19,3
21,24,1
20,6,3
32,11,1
11,19,3
11,47,2
17,4,2
47,11,6
38,37,2
39,4,1
4,46,1
2,46,1
28,19,1
30,2,1
30,48,1
31,7,1
21,6,2
32,32,2
22,10,2
25,11,1
0,40,2
16,21,1
46,9,2
30,11,4
43,30,1
15,30,1
24,30,1
18,35,1
18,10,1
2,48,1
0,34,2
8,32,1
37,6,2
35,33,1
39,35,2
9,47,1
18,46,6
45,11,2
27,21,1
21,33,1
27,19,2
48,9,2
48,19,1
48,47,1
13,40,1
17,6,4
7,31,3
24,24,9
17,17,1
46,46,5
15,15,3
39,6,4
27,32,1
1,40,2
45,30,1
3,11,1
16,27,1
26,26,1
34,35,1
23,7,3
31,9,2
27,9,1
49,13,1
10,11,1
49,33,1
20,35,1
39,43,7
12,17,1
8,43,1
31,20,1
47,40,3
44,4,1
44,19,1
1,1,2
27,11,1
47,6,1
14,6,5
3,33,2
9,33,3
2,33,1
13,9,8
47,9,3
40,9,2
30,30,6
37,33,1
20,1,1
1,46,1
11,11,91
31,6,1
28,43,2
34,6,1
21,19,1
15,11,1
24,33,1
28,9,2
42,11,1
26,25,1
48,0,1
4,4,2
20,19,1
5,20,1
20,20,2
23,22,1
37,19,1
24,6,5
29,0,1
49,10,1
41,41,1
28,13,1
12,1,1
22,23,1
49,20,1
32,6,1
22,22,4
45,43,1
9,11,1
4,7,2
36,33,8
30,6,5
34,20,4
36,36,1
27,47,1
29,3,2
4,6,1
