epoch,loss,accuracy
1,0.47044548,0.78125
2,0.05272685,0.5390625
3,0.030133614,0.6640625
4,0.020968907,0.734375
5,0.9329181,0.8203125
6,0.9849774,0.8915662
7,0.8508463,0.8984375
8,0.8369818,0.96385545
9,0.5303477,0.96875
10,0.3363846,1
11,0.2995043,1
12,0.26552057,1
13,0.25050697,1
14,0.13580526,1
15,0.14950171,1
16,0.13330604,1
17,0.13491023,1
18,0.08265449,1
19,0.054630533,1
20,0.09064509,1
21,0.06578236,1
22,0.06746934,1
23,0.039309144,1
24,0.05771733,1
25,0.1716612,1
26,0.20623337,1
27,0.09142081,1
28,0.14211515,1
29,0.06950015,1
30,0.03467777,1
31,0.14236951,1
32,0.1378226,1
33,0.09151231,1
34,0.114288785,1
35,0.12005441,1
