true_label,predicted_label,count
0,38,2
33,40,1
48,16,1
6,17,1
28,21,1
38,11,1
24,31,2
27,36,1
33,30,1
14,48,4
30,2,1
22,7,1
21,31,1
8,8,2
45,36,3
37,3,2
29,11,1
26,29,1
39,16,1
26,3,1
6,16,1
28,16,1
13,13,4
46,9,1
19,11,1
9,32,1
45,20,1
30,6,1
3,36,1
20,20,9
1,17,1
30,11,1
35,18,4
47,1,1
37,19,2
14,14,3
3,29,1
42,42,1
23,4,2
11,32,1
11,30,2
21,41,1
15,35,1
4,26,1
42,41,1
29,40,1
23,36,1
7,41,3
13,29,1
27,19,1
4,36,1
30,27,1
2,21,1
28,30,1
44,36,1
26,11,1
14,5,1
5,17,1
43,36,1
11,14,1
34,34,3
1,11,1
20,34,1
22,20,2
22,38,1
19,41,1
41,41,3
28,24,2
31,21,1
11,19,1
11,0,1
26,26,2
7,21,1
42,34,1
11,11,82
38,0,4
2,11,1
0,0,11
3,3,7
2,9,2
17,22,1
48,36,1
15,20,2
12,12,7
18,4,1
24,21,1
0,7,1
33,33,13
18,18,7
7,14,1
20,28,1
4,4,3
11,9,3
11,36,1
47,11,3
28,36,1
20,16,1
37,0,1
1,1,6
11,25,3
24,43,2
42,40,1
34,11,1
14,41,1
9,47,3
0,19,1
43,11,2
29,3,1
7,45,1
22,49,1
24,36,2
26,10,1
21,6,1
10,26,1
17,5,3
2,34,1
48,14,1
49,49,1
16,19,1
35,30,1
16,0,1
34,9,2
16,16,5
2,47,1
41,38,1
12,14,1
27,27,4
16,11,1
49,10,1
13,31,1
38,29,1
23,20,2
29,29,7
18,17,1
1,25,1
23,23,12
32,32,2
12,34,2
29,33,1
47,0,1
37,37,6
31,31,6
47,14,1
10,10,14
40,36,1
22,22,9
39,4,1
30,20,3
4,16,1
49,11,1
8,39,1
2,27,1
47,37,1
49,9,1
37,1,1
41,48,3
13,36,3
25,0,1
20,3,1
20,45,1
7,48,2
49,34,1
30,44,2
24,11,1
36,9,1
15,15,5
46,45,1
47,5,1
20,13,1
40,33,1
20,11,1
9,9,10
11,3,2
30,34,1
1,10,3
12,19,1
15,1,1
2,2,2
7,24,2
11,37,1
38,38,4
44,5,1
14,45,1
38,41,1
40,34,1
47,9,2
21,29,1
37,10,1
8,40,2
36,45,1
34,17,2
24,41,2
40,26,2
18,46,1
16,34,1
3,9,3
6,6,9
7,36,4
15,26,1
35,11,1
15,9,1
15,10,1
29,25,1
9,11,2
45,27,1
46,46,5
1,9,1
8,36,1
35,24,1
39,48,1
20,18,1
2,33,1
16,20,1
12,8,1
21,28,1
1,40,1
21,32,1
9,1,1
48,11,2
49,0,1
27,5,1
16,24,2
21,21,3
38,30,1
7,8,1
43,9,1
6,37,1
32,30,2
11,26,1
38,3,1
49,14,1
2,38,1
49,8,1
35,4,1
9,14,1
27,45,1
22,17,1
11,27,1
4,22,1
27,21,1
43,43,13
5,14,1
26,17,1
8,11,1
21,2,1
41,7,1
34,2,1
11,47,2
39,39,1
13,34,1
20,24,1
48,0,1
34,12,1
21,20,2
24,30,1
2,4,1
10,25,2
28,20,2
7,7,2
9,19,1
36,2,1
14,1,1
32,31,2
30,45,1
28,45,1
30,30,9
17,30,1
24,8,1
47,47,5
40,11,1
42,36,1
31,24,1
44,11,2
27,8,1
45,16,1
39,43,5
11,38,1
22,23,2
25,25,7
48,30,1
6,36,1
35,35,7
44,48,4
24,24,5
13,1,1
13,47,1
36,36,8
41,17,1
5,44,1
46,15,1
16,17,1
19,19,9
3,47,1
5,31,1
32,24,1
27,13,1
34,15,1
16,22,1
31,16,1
43,33,1
13,9,4
45,30,1
21,30,1
7,43,1
24,48,2
48,45,2
38,31,1
31,30,1
48,48,4
42,21,3
48,31,2
17,0,1
7,30,1
5,19,1
34,10,1
8,16,1
2,1,1
7,40,1
15,30,1
16,4,3
49,26,1
18,20,5
12,10,1
25,3,1
27,11,1
34,20,2
28,28,1
39,21,4
11,45,1
32,20,2
39,31,1
38,37,1
46,18,1
4,13,1
40,2,1
27,30,2
17,17,5
17,19,1
24,6,1
17,26,3
31,36,1
40,47,1
18,35,1
5,5,3
45,45,7
19,14,1
34,36,1
16,43,3
17,10,1
35,15,1
