true_label,predicted_label,count
37,21,1
11,2,1
15,26,1
20,39,1
37,27,1
3,33,1
46,35,1
39,42,1
34,29,1
10,10,16
11,16,1
24,30,3
26,23,1
45,4,1
2,7,1
40,28,2
21,29,1
34,20,3
18,10,1
30,24,1
34,12,2
19,28,1
18,20,1
14,14,2
11,42,2
41,31,1
6,42,1
20,31,1
44,30,2
46,15,1
8,7,1
15,18,3
5,20,1
11,46,1
1,9,1
36,7,4
45,27,3
6,27,4
16,17,3
25,10,1
39,16,1
17,5,3
31,41,2
27,27,6
38,38,9
47,9,2
49,5,1
13,11,1
11,47,2
45,30,2
3,11,2
28,28,4
41,23,1
9,33,1
40,27,1
30,12,1
11,30,1
21,20,1
13,9,1
24,7,2
4,10,1
26,29,1
12,17,1
31,28,2
29,3,1
22,31,1
21,30,1
26,4,1
15,2,2
32,28,1
35,18,5
34,34,1
10,25,1
48,11,2
43,11,1
36,17,1
48,14,1
11,11,85
5,30,2
37,25,2
44,47,1
43,43,3
48,27,1
16,30,2
11,26,2
34,31,1
13,29,2
4,18,1
29,29,5
47,36,1
19,5,1
14,24,1
8,20,2
6,30,2
32,11,1
38,26,1
46,18,3
13,28,1
39,30,1
11,21,1
30,7,1
3,40,1
12,27,2
6,6,3
37,26,1
38,31,2
32,48,1
19,11,4
14,11,2
18,18,9
4,23,1
1,33,1
21,24,3
11,1,1
21,2,1
39,41,2
44,6,1
1,46,1
39,28,1
42,24,2
11,19,1
6,10,1
27,12,1
2,11,1
8,28,1
13,2,1
39,4,1
25,37,2
17,17,9
32,20,1
1,32,1
43,20,1
9,2,1
19,41,1
27,11,1
17,7,1
29,0,1
41,7,1
28,20,1
26,11,1
12,20,1
5,5,1
15,35,4
32,31,1
37,37,3
49,38,1
15,15,2
49,49,1
29,2,1
4,7,2
36,36,2
22,22,6
31,7,2
16,18,3
47,2,1
0,0,9
34,11,1
2,24,2
16,16,5
48,0,1
18,23,4
34,17,1
14,28,1
20,30,1
30,27,2
20,2,1
21,28,4
39,23,1
49,7,1
2,43,1
31,24,1
1,10,1
3,48,1
42,11,1
42,42,4
0,42,1
14,16,1
43,4,1
49,35,1
1,1,3
20,18,2
35,26,1
30,11,2
24,39,6
27,42,1
30,42,1
3,1,1
14,42,1
32,30,1
49,25,1
31,31,2
31,39,1
16,31,1
13,14,1
23,23,17
17,30,1
0,38,2
48,30,1
8,16,2
11,24,1
45,7,1
6,9,1
21,31,1
13,47,2
29,23,1
37,38,2
32,0,1
29,26,3
34,39,1
39,31,1
3,26,1
39,43,1
43,30,4
48,6,1
3,45,1
0,29,1
37,19,1
44,48,2
26,15,1
45,45,1
17,38,1
15,20,1
20,20,4
47,45,1
13,7,1
6,38,1
40,11,4
0,34,1
21,7,1
39,7,1
34,42,1
48,12,1
0,20,1
36,28,2
8,30,1
47,37,2
12,34,1
7,7,9
46,30,1
36,38,1
38,7,1
28,27,1
34,18,3
3,36,1
24,24,5
41,41,5
35,1,1
45,28,3
11,27,1
2,28,1
48,21,1
1,11,6
2,2,4
35,24,1
13,27,1
44,11,1
11,9,1
8,17,1
43,24,3
48,17,1
22,10,1
47,11,5
9,36,1
30,30,6
7,31,7
49,11,3
19,19,5
22,23,8
30,2,2
32,2,1
18,35,1
14,4,2
12,12,8
26,10,1
2,9,1
20,7,1
16,23,5
32,7,1
20,11,1
13,30,2
47,38,1
24,28,2
7,41,1
3,3,4
27,30,4
45,23,1
26,16,1
22,41,1
9,9,9
9,47,2
4,17,1
20,28,3
13,48,1
45,44,1
39,39,3
38,11,1
48,47,1
4,4,2
27,41,1
41,24,1
47,40,2
7,9,1
38,17,1
30,28,3
16,28,1
20,29,1
25,25,5
28,12,1
42,39,1
24,41,2
28,4,2
43,28,4
35,39,3
5,38,1
44,12,1
30,41,1
17,18,1
33,33,15
7,30,2
46,46,2
28,7,1
20,36,1
48,24,1
2,36,2
35,23,2
45,41,1
20,45,1
11,10,1
11,6,1
11,37,1
13,39,1
5,12,2
35,35,3
13,38,1
40,35,1
46,9,1
14,48,1
37,5,2
48,48,3
36,31,1
5,41,1
43,39,1
25,3,1
9,11,3
9,14,1
9,48,1
31,23,1
