epoch,loss,accuracy
1,0.560378,0.78125
2,0.042819086,0.56626505
3,0.04547111,0.6171875
4,0.038159512,0.6875
5,0.93594766,0.75
6,0.9993097,0.8313253
7,0.97728527,0.890625
8,0.90486765,0.953125
9,0.5342096,0.96385545
10,0.54213655,0.9765625
11,0.44153246,0.9921875
12,0.28057972,1
13,0.23612687,1
14,0.21655205,1
15,0.21677428,1
16,0.13098055,1
17,0.12317174,1
18,0.09029584,1
19,0.07117949,1
20,0.061363354,1
21,0.06151929,1
22,0.04435995,1
23,0.030685779,1
24,0.02971293,1
25,0.03563784,1
26,0.0359084,1
27,0.04936856,1
28,0.04363856,1
29,0.04708174,1
30,0.0370226,1
31,0.034386594,1
32,0.030511357,1
33,0.032749966,1
34,0.05430016,1
35,0.050130986,1
36,0.032312542,1
37,0.028849375,1
38,0.025698265,1
39,0.04792384,1
40,0.03357225,1
41,0.033824734,1
42,0.03450384,1
43,0.061004028,1
44,0.10748651,1
45,0.08433688,1
46,0.6281851,1
47,0.58308923,0.84375
48,0.9387098,0.9375
49,0.8575676,0.984375
50,0.25739694,1
51,0.18943846,1
52,0.13419756,1
53,0.056565166,1
54,0.08236838,1
55,0.08985068,1
56,0.040675726,1
57,0.08036995,1
58,0.03119633,1
59,0.03357622,1
60,0.029877894,1
61,0.0117918225,1
62,0.038173407,1
63,0.020475082,1
64,0.017952632,1
65,0.015768964,1
66,0.032392047,1
67,0.01571499,1
68,0.017724335,1
69,0.0073084817,1
70,0.009267141,1
71,0.023887658,1
72,0.07484336,1
73,0.008030496,1
74,0.018861087,1
75,0.01916457,1
76,0.013964974,1
77,0.013794731,1
78,0.0067336196,1
79,0.016442696,1
80,0.013234965,1
81,0.047880404,1
82,0.022330226,1
83,0.0063302577,1
84,0.00907335,1
85,0.0067108674,1
86,0.0048818393,1
87,0.020595212,1
88,0.08064996,1
89,0.08943133,1
90,0.08908734,1
91,0.057613436,1
92,0.05456683,1
93,0.103158385,1
94,0.040377576,1
95,0.029359905,1
96,0.032582104,1
97,0.013980939,1
98,0.06649764,1
99,0.16333868,1
100,0.06972304,1
