epoch,loss,accuracy
1,0.04451166,0.6875
2,0.04075245,0.80952376
3,0.038666416,0.65625
4,0.037878126,0.609375
5,0.03643909,0.6875
6,0.03592422,0.640625
7,0.037219923,0.703125
8,0.0344869,0.734375
9,0.033976816,0.71428573
10,0.033613246,0.6875
11,0.031326596,0.75
12,0.031237565,0.75
13,0.029477876,0.71875
14,0.030618355,0.734375
15,0.029161122,0.78125
16,0.028940497,0.7619048
17,0.029631216,0.78125
18,0.026681157,0.765625
19,0.025292387,0.71875
20,0.025961172,0.75
21,0.024311153,0.78125
22,0.93604743,0.78125
23,0.023716297,0.765625
24,0.7508755,0.85714287
25,0.023985239,0.828125
